title,year,genres_ml,rating_movielens
good the bad the weird the joheunnom nabbeunnom isanghannom,2008,"['Action', 'Adventure', 'Comedy', 'Western']",3.8
pink panther 2 the,2009,"['Adventure', 'Comedy', 'Mystery']",2.75
rockadoodle,1991,"['Adventure', 'Animation', 'Children', 'Musical']",2.0
dr horribles singalong blog,2008,"['Comedy', 'Drama', 'Musical', 'Sci-Fi']",3.92
cottage the,2008,"['Comedy', 'Crime', 'Horror', 'Thriller']",4.25
i love you man,2009,['Comedy'],3.53
dance of the dead,2008,"['Adventure', 'Comedy', 'Horror']",3.5
haunting in connecticut the,2009,"['Horror', 'Thriller']",2.5
duplicity,2009,"['Crime', 'Romance', 'Thriller']",2.5
knowing,2009,"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",2.83
girl with the dragon tattoo the man som hatar kvinnor,2009,"['Crime', 'Drama', 'Mystery', 'Thriller']",3.94
sunshine cleaning,2008,"['Comedy', 'Drama']",3.38
kung fu panda secrets of the furious five,2008,"['Action', 'Animation', 'Children', 'Comedy']",2.88
echelon conspiracy,2009,"['Action', 'Mystery', 'Thriller']",2.0
monsters vs aliens,2009,"['Animation', 'Sci-Fi', 'IMAX']",3.25
baader meinhof komplex der,2008,"['Action', 'Crime', 'Drama', 'Thriller']",4.0
big stan,2007,['Comedy'],2.75
strictly sexual,2008,"['Comedy', 'Drama', 'Romance']",5.0
anvil the story of anvil,2008,"['Documentary', 'Musical']",3.75
observe and report,2009,"['Action', 'Comedy']",2.62
adventureland,2009,"['Comedy', 'Drama']",3.33
confessions of a shopaholic,2009,"['Comedy', 'Romance']",3.5
butterfly effect 3 revelations,2009,"['Drama', 'Fantasy', 'Sci-Fi', 'Thriller']",0.5
man on the flying trapeze,1935,['Comedy'],4.5
fast furious fast and the furious 4 the,2009,"['Action', 'Crime', 'Drama', 'Thriller']",3.25
in the loop,2009,['Comedy'],4.3
pirate radio,2009,"['Comedy', 'Drama']",3.4
17 again,2009,"['Comedy', 'Drama']",3.55
inglourious basterds,2009,"['Action', 'Drama', 'War']",4.14
state of play,2009,"['Crime', 'Drama', 'Thriller']",4.0
damned united the,2009,['Drama'],4.25
crank high voltage,2009,"['Action', 'Comedy', 'Crime']",2.94
moon,2009,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",3.97
young victoria the,2009,"['Drama', 'Romance']",4.25
xmen origins wolverine,2009,"['Action', 'Sci-Fi', 'Thriller']",2.87
sin nombre,2009,"['Crime', 'Drama', 'Thriller']",4.0
star trek,2009,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",3.86
great buck howard the,2008,['Comedy'],3.5
flatfoot on the nile piedone degitto,1980,"['Action', 'Comedy', 'Crime']",1.5
red cliff part ii chi bi xia jue zhan tian xia,2009,"['Action', 'Drama', 'War']",4.0
earth,2007,['Documentary'],3.5
stanley kubrick a life in pictures,2001,['Documentary'],4.0
crossing over,2009,['Drama'],2.0
angels demons,2009,"['Crime', 'Drama', 'Mystery', 'Thriller']",3.26
scorpio,1973,"['Action', 'Drama', 'Thriller']",4.0
balls out gary the tennis coach,2009,['Comedy'],2.0
powder blue,2009,['Drama'],2.0
fanboys,2009,"['Adventure', 'Comedy', 'Drama']",2.88
terminator salvation,2009,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",3.25
night at the museum battle of the smithsonian,2009,"['Action', 'Comedy', 'IMAX']",3.1
were the world mine,2008,"['Adventure', 'Fantasy', 'Musical', 'Romance']",3.5
brothers bloom the,2008,"['Adventure', 'Comedy', 'Crime', 'Romance']",4.33
paisan paisa,1946,"['Drama', 'War']",4.0
i do how to get married and stay single pretemoi ta main,2006,"['Comedy', 'Romance']",4.0
soloist the,2009,"['Drama', 'Musical']",3.5
neon genesis evangelion death rebirth shin seiki evangelion gekijoban shito shinsei,1997,"['Action', 'Animation', 'Mystery', 'Sci-Fi']",4.0
drag me to hell,2009,"['Comedy', 'Horror']",3.75
up,2009,"['Adventure', 'Animation', 'Children', 'Drama']",4.0
fullmetal alchemist the movie conqueror of shamballa gekijoban hagane no renkinjutsushi shanbara wo yuku mono,2005,"['Action', 'Adventure', 'Animation', 'Drama']",2.75
fired up,2009,['Comedy'],3.58
in the electric mist,2009,"['Drama', 'Mystery']",1.5
hangover the,2009,"['Comedy', 'Crime']",3.63
killshot,2008,"['Action', 'Crime', 'Drama', 'Thriller']",2.5
antichrist,2009,"['Drama', 'Fantasy']",3.8
sweeney todd,2006,"['Crime', 'Drama', 'Horror', 'Thriller']",4.0
boy eats girl,2005,"['Comedy', 'Horror']",5.0
marius and jeanette marius et jeannette,1997,"['Comedy', 'Drama', 'Romance']",4.0
ernest rides again,1993,"['Children', 'Comedy']",1.0
special,2006,"['Drama', 'Fantasy']",3.5
dead snow dd sn,2009,"['Action', 'Adventure', 'Comedy', 'Horror']",4.25
land of the lost,2009,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",3.21
imagine that,2009,"['Comedy', 'Drama', 'Fantasy']",4.0
taking of pelham 1 2 3 the,2009,"['Crime', 'Drama', 'Thriller']",3.17
stoning of soraya m the,2008,"['Crime', 'Drama']",4.5
proposal the,2009,"['Comedy', 'Romance']",3.5
year one,2009,"['Adventure', 'Comedy']",2.79
land that time forgot the,1975,"['Adventure', 'Sci-Fi']",1.5
garfields pet force,2009,['Animation'],5.0
hurt locker the,2008,"['Action', 'Drama', 'Thriller', 'War']",4.06
breakfast with scot,2007,"['Drama', 'Romance']",3.5
limits of control the,2009,"['Crime', 'Drama', 'Film-Noir']",2.75
raiders of the lost ark the adaptation,1989,"['Action', 'Adventure', 'Thriller']",4.33
transformers revenge of the fallen,2009,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",2.42
home,2009,['Documentary'],4.5
whatever works,2009,"['Comedy', 'Romance']",3.0
ghosts of girlfriends past,2009,"['Comedy', 'Fantasy', 'Romance']",2.5
public enemies,2009,"['Crime', 'Drama', 'Thriller']",3.06
ice age dawn of the dinosaurs,2009,"['Action', 'Adventure', 'Animation', 'Children', 'Comedy', 'Romance']",2.61
prison break the final break,2009,"['Action', 'Drama', 'Thriller']",3.5
daria is it college yet,2002,"['Animation', 'Comedy']",1.0
my sisters keeper,2009,['Drama'],4.0
hood of horror,2006,"['Comedy', 'Drama', 'Horror']",4.5
watchmen tales of the black freighter,2009,"['Action', 'Adventure', 'Animation', 'Horror']",3.5
500 days of summer,2009,"['Comedy', 'Drama', 'Romance']",3.67
bruno bruno,2009,['Comedy'],3.65
librarian the the curse of the judas chalice,2008,"['Action', 'Adventure', 'Fantasy']",3.75
harry potter and the halfblood prince,2009,"['Adventure', 'Fantasy', 'Mystery', 'Romance', 'IMAX']",3.89
roots,1977,"['Drama', 'War']",3.17
eichmann,2007,"['Drama', 'War']",5.0
open water 2 adrift,2006,"['Drama', 'Thriller']",2.5
imaginarium of doctor parnassus the,2009,"['Drama', 'Fantasy']",3.81
9to5 days in porn aka 9 to 5 days in porn,2008,['Documentary'],3.5
humpday,2009,['Comedy'],2.5
polytechnique,2009,"['Crime', 'Drama']",1.5
orphan,2009,"['Drama', 'Horror', 'Mystery', 'Thriller']",3.0
ugly truth the,2009,"['Comedy', 'Drama', 'Romance']",3.67
collector the,2009,"['Crime', 'Horror', 'Thriller']",3.5
perfect getaway a,2009,"['Horror', 'Thriller']",4.0
district 9,2009,"['Mystery', 'Sci-Fi', 'Thriller']",3.78
julie julia,2009,"['Comedy', 'Drama', 'Romance']",2.96
obsessed,2009,"['Crime', 'Drama', 'Thriller']",3.5
race to witch mountain,2009,"['Adventure', 'Children', 'Fantasy', 'Sci-Fi', 'Thriller']",3.5
hannah montana the movie,2009,"['Comedy', 'Drama', 'Musical', 'Romance']",3.5
gi joe the rise of cobra,2009,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",2.62
12 rounds,2009,"['Action', 'Thriller']",3.0
max manus,2008,"['Action', 'Drama', 'War']",5.0
winds of the wasteland,1936,['Western'],3.5
lost in austen,2008,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",3.67
evangelion 10 you are not alone evangerion shin gekijoban jo,2007,"['Action', 'Animation', 'Sci-Fi']",3.83
deal the,2008,['Comedy'],2.0
goods live hard sell hard the,2009,['Comedy'],3.62
time travelers wife the,2009,"['Drama', 'Romance', 'Sci-Fi']",3.9
i cant think straight,2007,"['Drama', 'Romance']",4.0
miss march,2009,['Comedy'],2.83
i love you beth cooper,2009,"['Comedy', 'Romance']",2.5
paper heart,2009,"['Comedy', 'Documentary', 'Drama', 'Romance']",2.75
gforce,2009,"['Action', 'Adventure', 'Children', 'Fantasy']",3.5
christopher columbus the discovery,1992,['Adventure'],2.0
tetro,2009,"['Drama', 'Mystery']",4.5
bronson,2009,"['Action', 'Comedy', 'Drama', 'Thriller']",3.83
it might get loud,2008,['Documentary'],3.75
my life in ruins,2009,['Comedy'],2.0
troll 2,1990,"['Fantasy', 'Horror']",3.5
taking woodstock,2009,['Comedy'],3.0
if these walls could talk,1996,['Drama'],2.5
halloween ii,2009,"['Horror', 'Thriller']",3.0
secret in their eyes the el secreto de sus ojos,2009,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",3.86
9,2009,"['Adventure', 'Animation', 'Sci-Fi']",3.64
frequently asked questions about time travel,2009,"['Comedy', 'Sci-Fi']",3.6
white ribbon the das weie band,2009,"['Drama', 'Mystery']",4.5
green lantern first flight,2009,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Sci-Fi']",3.5
most hated family in america the,2007,['Documentary'],4.5
pandorum,2009,"['Horror', 'Sci-Fi', 'Thriller']",3.4
death of a cyclist muerte de un ciclista,1955,['Drama'],3.0
men who stare at goats the,2009,"['Action', 'Comedy', 'Drama']",3.39
hunt for gollum the,2009,"['Action', 'Adventure', 'Fantasy']",3.0
jennifers body,2009,"['Comedy', 'Horror', 'Sci-Fi', 'Thriller']",1.0
informant the,2009,"['Comedy', 'Crime', 'Drama', 'Thriller']",3.67
extract,2009,['Comedy'],2.0
final destination the final destination 4 final destination in 3d the,2009,"['Horror', 'Thriller']",2.67
gamer,2009,"['Action', 'Sci-Fi', 'Thriller']",3.43
cloudy with a chance of meatballs,2009,"['Animation', 'Children', 'Fantasy', 'IMAX']",3.53
tyler perrys i can do bad all by myself,2009,"['Comedy', 'Drama']",5.0
food inc,2008,['Documentary'],3.69
attack of the 50 foot woman,1958,"['Comedy', 'Sci-Fi']",4.5
thirst bakjwi,2009,"['Drama', 'Horror']",4.0
bright star,2009,"['Drama', 'Romance']",3.5
blood creek aka town creek,2009,['Horror'],3.0
paranormal activity,2009,"['Horror', 'Thriller']",3.4
worlds greatest dad,2009,"['Comedy', 'Drama']",3.0
still walking aruitemo aruitemo,2008,['Drama'],1.0
blood of the beasts sang des betes le,1949,"['Documentary', 'Drama']",4.0
cove the,2009,['Documentary'],4.25
serious man a,2009,"['Comedy', 'Drama']",3.23
city island,2009,"['Comedy', 'Drama']",4.0
ink,2009,"['Action', 'Fantasy', 'Sci-Fi']",3.5
metropia,2009,"['Animation', 'Sci-Fi']",2.5
haunted world of el superbeasto the,2009,"['Action', 'Animation', 'Comedy', 'Horror', 'Thriller']",3.5
trick r treat,2007,"['Comedy', 'Horror', 'Thriller']",2.5
whip it,2009,"['Comedy', 'Drama']",3.1
invention of lying the,2009,['Comedy'],2.33
surrogates,2009,"['Action', 'Sci-Fi', 'Thriller']",3.04
zombieland,2009,"['Action', 'Comedy', 'Horror']",3.88
assassination of a high school president,2008,"['Comedy', 'Drama', 'Mystery']",1.0
education an,2009,"['Drama', 'Romance']",3.83
coco before chanel coco avant chanel,2009,['Drama'],4.0
burma vj reporting from a closed country burma vj reporter i et lukket land,2008,['Documentary'],3.5
couples retreat,2009,"['Comedy', 'Romance']",3.33
i sell the dead,2008,"['Comedy', 'Horror']",2.5
where the wild things are,2009,"['Adventure', 'Children', 'Drama', 'Fantasy', 'IMAX']",2.67
legionnaire,1998,"['Action', 'Adventure', 'Drama', 'War']",0.5
new york i love you,2009,"['Drama', 'Romance']",3.5
law abiding citizen,2009,"['Drama', 'Thriller']",3.06
misfortunates the de helaasheid der dingen,2009,['Drama'],3.0
mary and max,2009,"['Animation', 'Comedy', 'Drama']",4.2
spread,2009,"['Drama', 'Romance']",3.5
tournament the,2009,['Action'],2.5
princess and the pirate the,1944,"['Adventure', 'Comedy', 'Romance']",4.0
aelita the queen of mars aelita,1924,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi', 'Thriller']",4.5
up in the air,2009,"['Drama', 'Romance']",3.72
balance,1989,"['Animation', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",4.5
saw vi,2009,"['Crime', 'Horror', 'Mystery', 'Thriller']",3.5
love exposure ai no mukidashi,2008,"['Action', 'Comedy', 'Drama', 'Romance']",5.0
cirque du freak the vampires assistant,2009,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Thriller']",2.0
boondock saints ii all saints day the,2009,"['Action', 'Crime', 'Drama', 'Thriller']",3.38
black dynamite,2009,"['Action', 'Comedy']",3.5
welcome to dongmakgol,2005,"['Comedy', 'Drama', 'War']",4.5
gentlemen broncos,2009,['Comedy'],2.25
fantastic mr fox,2009,"['Adventure', 'Animation', 'Children', 'Comedy', 'Crime']",4.08
christmas carol a,2009,"['Animation', 'Children', 'Drama', 'Fantasy', 'IMAX']",3.0
battlestar galactica the plan,2009,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",4.25
private lives of pippa lee the,2009,['Drama'],3.5
partly cloudy,2009,"['Animation', 'Children', 'Comedy', 'Fantasy']",4.38
2012,2009,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",2.62
precious,2009,['Drama'],3.5
bad lieutenant port of call new orleans,2009,"['Crime', 'Drama']",2.25
twilight saga new moon the,2009,"['Drama', 'Fantasy', 'Horror', 'Romance', 'Thriller']",2.67
derailed,2002,"['Action', 'Thriller']",0.5
messenger the,2009,"['Drama', 'Romance', 'War']",3.5
ninja assassin,2009,"['Action', 'Crime', 'Drama', 'Thriller']",4.17
cell 211 celda 211,2009,"['Action', 'Drama']",4.5
patriot the,1998,"['Action', 'Thriller']",3.5
teenage mutant ninja turtles turtles forever,2009,"['Action', 'Adventure', 'Animation', 'Comedy', 'Thriller']",3.0
merry madagascar,2009,['Animation'],3.0
brothers,2009,"['Drama', 'Thriller', 'War']",3.5
garage,2007,['Drama'],3.5
blind side the,2009,['Drama'],3.68
mickeys once upon a christmas,1999,"['Animation', 'Comedy', 'Fantasy']",5.0
shrink,2009,['Drama'],2.0
old dogs,2009,['Comedy'],0.5
planet 51,2009,"['Adventure', 'Animation', 'Children', 'Comedy', 'Sci-Fi']",3.0
earthlings,2006,['Documentary'],4.0
single man a,2009,['Drama'],3.83
lovely bones the,2009,"['Crime', 'Drama', 'Fantasy', 'Horror', 'Thriller']",3.17
invictus,2009,['Drama'],3.86
princess and the frog the,2009,"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance']",3.75
peacekeeper the,1997,['Action'],1.0
did you hear about the morgans,2009,"['Comedy', 'Crime', 'Drama', 'Romance']",3.0
snow white,1916,"['Fantasy', 'Romance']",3.5
alice,2009,"['Action', 'Adventure', 'Fantasy']",4.0
avatar,2009,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",3.6
its complicated,2009,"['Comedy', 'Romance']",2.75
sherlock holmes,2009,"['Action', 'Crime', 'Mystery', 'Thriller']",3.85
crazy heart,2009,"['Drama', 'Romance']",4.1
alvin and the chipmunks the squeakquel,2009,"['Animation', 'Children', 'Comedy', 'Musical']",2.67
american pie presents the book of love american pie 7 the book of love,2009,['Comedy'],2.17
sorority babes in the slimeball bowlorama,1988,"['Comedy', 'Horror']",2.5
pontypool,2008,"['Horror', 'Thriller']",3.75
youth in revolt,2009,"['Comedy', 'Drama', 'Romance']",3.0
daybreakers,2010,"['Action', 'Drama', 'Horror', 'Thriller']",3.42
hachiko a dogs story aka hachi a dogs tale,2009,['Drama'],3.5
leap year,2010,"['Comedy', 'Romance']",2.4
book of eli the,2010,"['Action', 'Adventure', 'Drama']",3.28
girl who kicked the hornets nest the luftslottet som sprangdes,2009,"['Action', 'Crime', 'Mystery']",4.2
prophet a un prophete,2009,"['Crime', 'Drama']",4.25
staten island,2009,"['Crime', 'Drama']",1.5
maiden heist the,2009,"['Comedy', 'Crime']",2.5
blood the last vampire,2009,"['Action', 'Horror', 'Thriller']",2.0
macgyver lost treasure of atlantis,1994,"['Action', 'Adventure']",3.5
pekka ja patka suezilla,1958,['Comedy'],3.5
bart got a room,2008,"['Comedy', 'Romance']",3.5
project a 2 a gai wak juk jap,1987,"['Action', 'Comedy', 'Crime']",3.75
robinbhood bo bui gai wak,2006,"['Action', 'Comedy', 'Drama']",3.0
concert le,2009,"['Comedy', 'Drama']",3.0
ninja,2009,"['Action', 'Crime', 'Drama', 'Thriller']",3.0
asterix at the olympic games asterix aux jeux olympiques,2008,"['Adventure', 'Children', 'Comedy', 'Fantasy']",4.0
chaser the chugyeogja,2008,"['Crime', 'Drama', 'Thriller']",3.0
meantime,1984,"['Comedy', 'Drama']",5.0
rudolph the rednosed reindeer,1964,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']",3.83
dennis the menace christmas a,2007,['Comedy'],1.5
undisputed ii last man standing,2006,"['Action', 'Crime', 'Drama']",4.0
3 idiots,2009,"['Comedy', 'Drama', 'Romance']",4.75
legion,2010,"['Action', 'Fantasy', 'Horror', 'Thriller']",2.83
stan helsing,2009,"['Comedy', 'Horror']",1.0
peter pan,1960,"['Children', 'Fantasy', 'Musical']",3.5
wicked city yoju toshi,1987,"['Animation', 'Fantasy', 'Horror', 'Sci-Fi']",2.5
when in rome,2010,"['Comedy', 'Romance']",2.5
dream of light aka quince tree sun the sol del membrillo el,1992,"['Documentary', 'Drama']",5.0
triangle,2009,"['Drama', 'Horror', 'Mystery', 'Thriller']",4.0
i love you phillip morris,2009,"['Comedy', 'Drama', 'Romance']",1.5
anne of green gables the sequel aka anne of avonlea,1987,"['Children', 'Drama', 'Romance']",4.75
temple grandin,2010,['Drama'],4.38
captain newman md,1963,"['Comedy', 'Drama', 'War']",4.5
house of the devil the,2009,"['Horror', 'Thriller']",4.0
valentines day,2010,"['Comedy', 'Romance']",2.67
wolfman the,2010,"['Horror', 'Thriller']",2.25
shutter island,2010,"['Drama', 'Mystery', 'Thriller']",4.02
persuasion,2007,"['Drama', 'Romance']",3.33
girl who played with fire the flickan som lekte med elden,2009,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",4.25
percy jackson the olympians the lightning thief,2010,"['Adventure', 'Fantasy']",2.36
cop out,2010,"['Action', 'Comedy', 'Crime']",2.5
ghost writer the,2010,"['Drama', 'Mystery', 'Thriller']",3.79
secret of kells the,2009,"['Animation', 'Fantasy']",4.0
spy next door the,2010,"['Action', 'Children', 'Comedy']",2.0
agora,2009,"['Adventure', 'Drama', 'Romance']",4.0
motherhood,2009,['Comedy'],1.0
district 13 ultimatum banlieue 13 ultimatum,2009,"['Action', 'Sci-Fi']",3.75
yes men fix the world the,2009,['Documentary'],4.0
mike bassett england manager,2001,['Comedy'],4.0
crazies the,2010,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']",3.38
dear john,2010,"['Drama', 'Romance', 'War']",3.5
last train home,2009,"['Documentary', 'Drama']",3.0
tooth fairy,2010,"['Comedy', 'Fantasy']",2.17
gentlemen of fortune dzhentlmeny udachi,1972,"['Comedy', 'Crime', 'Drama', 'Mystery']",4.75
rec2,2009,"['Horror', 'Thriller']",3.67
room the,2003,"['Comedy', 'Drama', 'Romance']",3.67
alice in wonderland,2010,"['Adventure', 'Fantasy', 'IMAX']",2.88
town called panic a panique au village,2009,['Animation'],3.75
green zone,2010,"['Action', 'Drama', 'Thriller', 'War']",3.5
from paris with love,2010,"['Action', 'Crime']",2.5
dorian gray,2009,"['Drama', 'Horror', 'Sci-Fi']",3.0
greenberg,2010,"['Comedy', 'Drama']",2.33
shes out of my league,2010,['Comedy'],3.22
harry brown,2009,"['Crime', 'Drama', 'Thriller']",4.0
remember me,2010,"['Drama', 'Romance']",4.0
burrowers the,2008,"['Horror', 'Thriller', 'Western']",3.0
frozen,2010,"['Drama', 'Horror', 'Thriller']",3.25
generation x,1996,"['Action', 'Adventure', 'Sci-Fi']",1.5
little ashes,2008,['Drama'],2.5
our family wedding,2010,['Comedy'],1.5
bounty hunter the,2010,"['Action', 'Comedy', 'Romance']",2.75
leaves of grass,2009,"['Comedy', 'Crime', 'Drama', 'Thriller']",3.17
women in trouble,2009,['Comedy'],2.0
mondo cane,1962,['Documentary'],2.0
repo men,2010,"['Action', 'Sci-Fi', 'Thriller']",3.5
case 39,2009,"['Horror', 'Thriller']",0.5
oceans oceans,2009,"['Documentary', 'Drama']",4.0
slammin salmon the,2009,['Comedy'],3.5
hot tub time machine,2010,"['Comedy', 'Sci-Fi']",3.3
mother madeo,2009,"['Crime', 'Drama', 'Mystery', 'Thriller']",5.0
how to train your dragon,2010,"['Adventure', 'Animation', 'Children', 'Fantasy', 'IMAX']",3.94
bone man the der knochenmann,2009,"['Crime', 'Thriller']",4.5
micmacs micmacs a tirelarigot,2009,"['Comedy', 'Crime']",3.75
clash of the titans,2010,"['Action', 'Adventure', 'Drama', 'Fantasy']",2.31
kickass,2010,"['Action', 'Comedy']",3.65
date night,2010,"['Action', 'Comedy', 'Romance']",3.32
emperors new groove 2 kronks new groove the,2005,"['Animation', 'Children', 'Comedy', 'Romance']",4.5
steam of life miesten vuoro,2010,['Documentary'],3.5
mortadelo filemon the big adventure la gran aventura de mortadelo y filemon,2003,"['Action', 'Adventure', 'Comedy']",3.5
american drug war the last white hope,2007,"['Crime', 'Documentary']",3.0
runaways the,2010,"['Drama', 'Musical']",3.5
wild china,2008,['Documentary'],4.0
death at a funeral,2010,['Comedy'],3.25
valhalla rising,2009,"['Action', 'Drama', 'War']",2.5
diary of a wimpy kid,2010,"['Children', 'Comedy']",3.5
union the business behind getting high the,2007,"['Comedy', 'Documentary']",3.5
disgrace,2008,['Drama'],3.5
losers the,2010,"['Action', 'Adventure', 'Drama', 'Mystery', 'Thriller']",3.0
last song the,2010,"['Drama', 'Romance']",3.5
cyrus,2010,"['Comedy', 'Drama', 'Romance']",2.5
human centipede the first sequence,2009,['Horror'],0.5
exit through the gift shop,2010,"['Comedy', 'Documentary']",4.04
iron man 2,2010,"['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'IMAX']",3.51
macgruber,2010,"['Action', 'Comedy']",3.0
three men and a cradle 3 hommes et un couffin,1985,['Comedy'],4.5
sky crawlers the sukai kurora,2008,"['Adventure', 'Animation', 'Drama']",2.5
cargo,2009,['Sci-Fi'],3.5
nightmare on elm street a,2010,"['Fantasy', 'Horror', 'Thriller']",1.25
four lions,2010,"['Comedy', 'Drama']",4.0
st trinians 2 the legend of frittons gold,2009,"['Adventure', 'Comedy']",2.0
12 angry men,1997,"['Crime', 'Drama']",5.0
robin hood,2010,"['Action', 'Adventure', 'Drama', 'Romance', 'War']",3.17
lovers leavers kuutamolla,2002,"['Drama', 'Romance']",3.5
merantau,2009,"['Action', 'Drama']",4.0
stingray sam,2009,"['Comedy', 'Musical', 'Sci-Fi', 'Western']",4.0
cemetery junction,2010,"['Comedy', 'Drama', 'Romance']",3.5
blue valentine,2010,"['Drama', 'Romance']",2.8
killers,2010,"['Action', 'Comedy']",2.25
buried,2010,"['Mystery', 'Thriller']",3.5
shake hands with the devil,2007,"['Drama', 'War']",2.5
prince of persia the sands of time,2010,"['Action', 'Adventure', 'Fantasy', 'Romance', 'IMAX']",2.88
please give,2010,"['Comedy', 'Drama']",3.5
baaria,2009,"['Comedy', 'Drama', 'War']",4.5
ricky gervais live animals,2003,['Comedy'],3.5
sex and the city 2,2010,"['Comedy', 'Drama', 'Romance']",1.0
get him to the greek,2010,['Comedy'],3.55
unthinkable,2010,"['Drama', 'Thriller']",3.0
backup plan the,2010,"['Comedy', 'Romance']",3.0
splice,2009,"['Horror', 'Sci-Fi', 'Thriller']",3.5
letters to juliet,2010,"['Drama', 'Romance']",2.83
exam,2009,"['Mystery', 'Thriller']",3.8
jonah hex,2010,"['Action', 'Drama', 'Thriller', 'Western']",1.88
ateam the,2010,"['Action', 'Comedy', 'Thriller']",3.15
toy story 3,2010,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'IMAX']",4.11
ricky gervais live 3 fame,2007,['Comedy'],3.0
winters bone,2010,"['Drama', 'Thriller']",3.44
scalphunters the,1968,"['Comedy', 'Western']",4.5
barking dogs never bite flandersui gae,2000,"['Comedy', 'Horror']",3.5
shrek forever after aka shrek the final chapter,2010,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'IMAX']",3.57
timer,2009,"['Comedy', 'Drama', 'Fantasy', 'Romance']",3.75
best worst movie,2009,['Documentary'],4.0
twilight saga eclipse the,2010,"['Fantasy', 'Romance', 'Thriller', 'IMAX']",2.45
enter the void,2009,['Drama'],5.0
last airbender the,2010,"['Action', 'Adventure', 'Fantasy']",1.92
endgame,2009,['Drama'],3.0
empire of dreams the story of the star wars trilogy,2004,['Documentary'],4.5
south park imaginationland,2008,"['Animation', 'Comedy', 'Fantasy']",4.0
predators,2010,"['Action', 'Sci-Fi', 'Thriller']",3.3
when youre strange,2009,['Documentary'],4.0
despicable me,2010,"['Animation', 'Children', 'Comedy', 'Crime']",3.68
inception,2010,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller', 'IMAX']",4.07
grown ups,2010,['Comedy'],3.45
sorcerers apprentice the,2010,"['Action', 'Adventure', 'Children', 'Comedy', 'Fantasy']",3.45
knight and day,2010,"['Action', 'Comedy', 'Romance']",3.42
karate kid the,2010,"['Action', 'Children', 'Drama']",2.5
kids are all right the,2010,"['Comedy', 'Drama']",2.92
serbian film a srpski film,2010,"['Horror', 'Thriller']",2.25
cherrybomb,2009,"['Drama', 'Thriller']",2.5
batman under the red hood,2010,"['Action', 'Animation']",3.67
salt,2010,"['Action', 'Thriller']",2.97
no 1 ladies detective agency the,2008,"['Comedy', 'Crime', 'Mystery']",3.0
watch out for the automobile beregis avtomobilya,1966,"['Comedy', 'Crime', 'Romance']",4.0
mr nobody,2009,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",4.14
dinner for schmucks,2010,['Comedy'],3.29
deadly outlaw rekka aka violent fire jitsuroku ando noboru kyododen rekka,2002,"['Crime', 'Drama', 'Thriller']",4.0
hellsinki rooperi,2009,['Crime'],3.0
ip man 2,2010,['Action'],3.0
ramona and beezus,2010,"['Children', 'Comedy']",2.5
rebound the,2009,"['Comedy', 'Romance']",2.5
other guys the,2010,"['Action', 'Comedy']",3.26
two escobars the,2010,"['Crime', 'Documentary']",3.5
paper man,2009,"['Comedy', 'Drama']",4.0
expendables the,2010,"['Action', 'Adventure', 'Thriller']",3.06
scott pilgrim vs the world,2010,"['Action', 'Comedy', 'Fantasy', 'Musical', 'Romance']",3.7
i killed my mother jai tue ma mere,2009,['Drama'],3.5
heartless,2009,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",2.5
piranha piranha 3d,2010,"['Action', 'Horror', 'Thriller']",2.17
extraordinary adventures of adele blancsec the,2010,"['Action', 'Adventure', 'Fantasy', 'Mystery']",2.5
get low,2009,"['Comedy', 'Drama', 'Mystery']",5.0
joneses the,2009,"['Comedy', 'Drama']",3.5
dragon ball z dead zone doragon boru z 1 ora no gohan wo kaese,1989,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Sci-Fi']",4.0
last exorcism the,2010,"['Horror', 'Thriller']",4.0
sisters syostry,2001,"['Action', 'Crime', 'Drama']",5.0
