title,release_date_rt,year,genres_rt,rating_rt_audience
cheaper by the dozen,1950-04-17,1950,"['Classics', 'Comedy', 'Kids & Family']",66.0
cheaper by the dozen 2,2005-12-21,2005,"['Comedy', 'Kids & Family']",57.0
checking out,2005-04-10,2005,['Comedy'],58.0
cheech and chongs nice dreams,1981-12-31,1981,"['Comedy', 'Musical & Performing Arts']",68.0
cheerful weather for the wedding,2012-12-07,2012,"['Comedy', 'Drama']",27.0
cheetah,1989-08-18,1989,"['Action & Adventure', 'Kids & Family']",57.0
cheetah girls,2003-08-15,2003,"['Comedy', 'Kids & Family', 'Television']",49.0
chef,2014-05-09,2014,['Comedy'],85.0
chef flynn,2018-11-09,2018,['Documentary'],69.0
chelsea on the rocks,2009-10-16,2009,"['Documentary', 'Special Interest']",44.0
chelsea peretti one of the greats,,,['Comedy'],
chelsea walls,2001-09-21,2001,"['Art House & International', 'Drama']",40.0
chely wright wish me away,2012-06-01,2012,"['Documentary', 'Special Interest']",85.0
chennai express,2013-08-09,2013,"['Action & Adventure', 'Comedy', 'Romance']",53.0
cheri,2009-06-26,2009,"['Art House & International', 'Drama', 'Romance']",39.0
cherish,2002-06-07,2002,"['Comedy', 'Drama', 'Mystery & Suspense']",55.0
chernobyl diaries,2012-05-25,2012,"['Drama', 'Horror']",28.0
cherry,2010-10-08,2010,"['Comedy', 'Drama']",67.0
cherry 2000,1988-02-05,1988,"['Action & Adventure', 'Science Fiction & Fantasy']",41.0
cherry tree,2016-01-08,2016,"['Art House & International', 'Horror']",21.0
cherry tree lane,,,"['Art House & International', 'Documentary', 'Drama', 'Horror']",25.0
cheyenne autumn,1964-10-03,1964,"['Classics', 'Western']",47.0
chiraq,2015-12-04,2015,['Drama'],49.0
chitown,,,['Documentary'],86.0
chicago,2002-12-27,2002,"['Comedy', 'Drama', 'Musical & Performing Arts']",83.0
chicken little,2005-11-04,2005,"['Action & Adventure', 'Animation', 'Comedy', 'Kids & Family']",47.0
chicken people,2016-09-23,2016,['Documentary'],63.0
chicken run,2000-06-21,2000,"['Action & Adventure', 'Animation', 'Comedy', 'Drama', 'Kids & Family']",64.0
chicken with plums,2012-08-17,2012,"['Art House & International', 'Comedy', 'Drama']",71.0
chico rita,2012-02-10,2012,"['Animation', 'Drama']",77.0
child 44,2015-04-17,2015,"['Drama', 'Mystery & Suspense']",41.0
child of god,2014-08-01,2014,"['Drama', 'Mystery & Suspense']",26.0
children of a lesser god,1986-10-03,1986,"['Drama', 'Musical & Performing Arts', 'Romance']",79.0
children of heaven bachehaye aseman,1999-01-22,1999,"['Action & Adventure', 'Art House & International', 'Comedy', 'Drama']",96.0
children of huang shi,2008-05-23,2008,"['Art House & International', 'Drama']",66.0
children of invention,2010-03-12,2010,['Drama'],60.0
children of love,2003-12-24,2003,"['Art House & International', 'Documentary', 'Drama']",33.0
children of men,2006-12-25,2006,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']",85.0
children of paradise les enfants du paradis,1946-11-15,1946,"['Art House & International', 'Classics', 'Drama', 'Romance']",96.0
children of the corn 666 isaacs return,1999-10-19,1999,['Horror'],31.0
children of the corn ii the final sacrifice,1993-01-29,1993,"['Horror', 'Mystery & Suspense']",20.0
children of the corn v fields of terror,1998-12-31,1998,['Horror'],22.0
children of the revolution,1997-05-02,1997,['Comedy'],71.0
children of the sea kaiju no kodomo,2020-04-20,2020,"['Action & Adventure', 'Animation', 'Anime & Manga', 'Art House & International', 'Science Fiction & Fantasy']",62.0
children shouldnt play with dead things,1973-02-28,1973,"['Comedy', 'Drama', 'Horror', 'Mystery & Suspense']",39.0
children underground,2001-01-19,2001,"['Documentary', 'Special Interest']",92.0
childrens hour,1961-01-01,1961,"['Classics', 'Drama']",84.0
childs play,1988-11-09,1988,"['Horror', 'Mystery & Suspense']",63.0
childs play 2,1990-11-09,1990,"['Horror', 'Mystery & Suspense']",47.0
childs play,2019-06-21,2019,['Horror'],57.0
childs play 3,1991-08-30,1991,"['Horror', 'Mystery & Suspense']",33.0
childs pose,2014-02-19,2014,['Drama'],76.0
chill factor,1999-09-01,1999,"['Action & Adventure', 'Mystery & Suspense']",30.0
chillerama,2011-09-17,2011,"['Action & Adventure', 'Comedy', 'Science Fiction & Fantasy']",44.0
chimera strain,2019-03-15,2019,"['Drama', 'Science Fiction & Fantasy']",93.0
chimes at midnight,1965-12-22,1965,"['Comedy', 'Drama']",85.0
china heavyweight,2012-07-06,2012,"['Art House & International', 'Documentary', 'Special Interest']",60.0
china moon,1994-03-04,1994,"['Drama', 'Mystery & Suspense']",37.0
china seas,1935-08-16,1935,"['Action & Adventure', 'Classics', 'Drama', 'Romance']",72.0
china syndrome,1979-03-16,1979,"['Drama', 'Mystery & Suspense']",81.0
chinatown,1974-01-01,1974,"['Classics', 'Drama', 'Mystery & Suspense']",93.0
chinese box,1998-04-13,1998,['Drama'],54.0
fist of fury jing wu men,1972-09-09,1972,"['Action & Adventure', 'Art House & International', 'Drama', 'Mystery & Suspense']",83.0
chinese puzzle cassetete chinois,2014-05-16,2014,"['Comedy', 'Drama', 'Romance']",67.0
chinese zodiac,2013-10-18,2013,['Action & Adventure'],45.0
chipmunk adventure,1987-06-01,1987,"['Action & Adventure', 'Animation', 'Comedy', 'Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy']",87.0
chips,2017-03-24,2017,"['Action & Adventure', 'Comedy', 'Drama']",45.0
chisum,1970-07-29,1970,"['Classics', 'Western']",74.0
chitty chitty bang bang,1968-12-18,1968,"['Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy']",71.0
chloe in the afternoon lamour lapresmidi,1972-01-01,1972,"['Art House & International', 'Drama']",89.0
chlorine,2014-02-28,2014,"['Comedy', 'Drama']",33.0
chocolat,2000-12-15,2000,"['Comedy', 'Romance']",83.0
choke,2008-09-26,2008,"['Comedy', 'Drama']",52.0
choking man,2007-02-20,2007,['Drama'],38.0
chooch,2004-08-27,2004,['Comedy'],50.0
choose connor,2008-10-10,2008,['Drama'],47.0
chopper,2001-04-11,2001,"['Drama', 'Mystery & Suspense']",89.0
chopping mall killbots,1986-03-21,1986,"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']",39.0
chopsticks,,,"['Comedy', 'Drama']",78.0
chorus les choristes,2005-01-14,2005,"['Art House & International', 'Drama', 'Romance']",92.0
chorus line,1985-12-10,1985,"['Comedy', 'Drama', 'Musical & Performing Arts']",62.0
chris rock kill the messenger london new york johannesburg,2008-09-27,2008,['Comedy'],
chris don,2007-08-31,2007,"['Documentary', 'Musical & Performing Arts', 'Special Interest', 'Gay & Lesbian']",85.0
chris rock bigger blacker,1999-07-10,1999,"['Comedy', 'Documentary']",89.0
chris rock tamborine,,,['Comedy'],36.0
christine,1983-06-01,1983,"['Horror', 'Mystery & Suspense']",64.0
christine,2016-10-14,2016,['Drama'],71.0
christmas carol the movie,,,"['Animation', 'Kids & Family']",48.0
christmas eve,2015-12-04,2015,['Comedy'],53.0
christmas evil,1980-11-01,1980,"['Horror', 'Mystery & Suspense']",32.0
christmas inheritance,2017-12-15,2017,['Drama'],35.0
christmas with the kranks,2004-11-24,2004,"['Comedy', 'Kids & Family']",38.0
christopher robin,2018-08-03,2018,"['Action & Adventure', 'Comedy', 'Kids & Family']",83.0
chronic,2016-09-23,2016,['Drama'],57.0
chronically metropolitan,2017-08-04,2017,"['Comedy', 'Drama']",38.0
chronicle,2012-02-03,2012,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']",71.0
chronicles of narnia the lion the witch and the wardrobe,2005-12-09,2005,"['Kids & Family', 'Science Fiction & Fantasy']",61.0
chronicles of narnia prince caspian,2008-05-16,2008,"['Action & Adventure', 'Kids & Family', 'Science Fiction & Fantasy']",73.0
chronicles of narnia the voyage of the dawn treader,2010-12-10,2010,"['Action & Adventure', 'Kids & Family', 'Science Fiction & Fantasy']",58.0
chronicles of riddick,2004-06-11,2004,"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']",65.0
chroniques sexuelles dune famille daujourdhui sexual chronicles of a french family,2012-06-01,2012,['Comedy'],27.0
chrystal,2004-01-16,2004,['Drama'],57.0
chuck buck,2000-07-14,2000,"['Comedy', 'Drama']",66.0
chuck berry hail hail rock n roll,1987-10-09,1987,"['Documentary', 'Musical & Performing Arts']",95.0
chuck close a portrait in progress,1997-01-01,1997,"['Documentary', 'Musical & Performing Arts', 'Special Interest']",82.0
chud chud,1984-09-14,1984,"['Drama', 'Horror', 'Science Fiction & Fantasy']",32.0
chumscrubber,2005-08-05,2005,"['Comedy', 'Drama']",76.0
church ball,2006-03-17,2006,"['Comedy', 'Drama', 'Faith & Spirituality', 'Sports & Fitness']",39.0
churchill,2017-06-02,2017,['Drama'],55.0
chutney popcorn,1999-05-01,1999,"['Comedy', 'Drama']",50.0
ciao,2008-12-05,2008,"['Drama', 'Gay & Lesbian']",45.0
ciao manhattan,1972-01-01,1972,"['Art House & International', 'Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest', 'Television']",64.0
cidade dos homens city of men,2007-08-31,2007,"['Art House & International', 'Drama']",78.0
cider house rules,1999-12-10,1999,['Drama'],77.0
cincinnati kid,1965-10-15,1965,"['Classics', 'Drama']",78.0
cinderella,1950-02-15,1950,"['Animation', 'Classics', 'Kids & Family', 'Science Fiction & Fantasy']",80.0
cinderella,2015-03-13,2015,"['Kids & Family', 'Science Fiction & Fantasy', 'Romance']",78.0
cinderella ii dreams come true,2002-02-26,2002,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']",32.0
cinderella iii a twist in time,2007-02-06,2007,"['Animation', 'Kids & Family']",61.0
cinderella liberty,1973-12-18,1973,"['Classics', 'Drama', 'Romance']",62.0
cinderella man,2005-05-29,2005,"['Action & Adventure', 'Drama']",91.0
cinderella story,2004-07-16,2004,"['Comedy', 'Drama', 'Kids & Family', 'Romance']",53.0
cinema paradiso nuovo cinema paradiso,1988-10-17,1988,"['Art House & International', 'Comedy', 'Drama', 'Romance']",97.0
cinema verite,,,"['Drama', 'Television']",60.0
cinemania,2002-01-01,2002,"['Art House & International', 'Documentary', 'Special Interest', 'Television']",65.0
circle,,,['Horror'],42.0
circle of iron,1979-01-19,1979,"['Action & Adventure', 'Science Fiction & Fantasy']",59.0
circo,2011-04-01,2011,"['Art House & International', 'Documentary', 'Drama', 'Special Interest']",80.0
circumstance,2011-08-26,2011,"['Art House & International', 'Drama', 'Romance']",68.0
circus of books,,,['Documentary'],82.0
cirque du soleil worlds away,2012-12-21,2012,"['Art House & International', 'Documentary', 'Kids & Family', 'Science Fiction & Fantasy']",95.0
citadel,2012-11-09,2012,"['Drama', 'Horror', 'Mystery & Suspense']",32.0
citizen duane,2006-09-08,2006,['Comedy'],38.0
citizen jane battle for the city,2017-04-21,2017,['Documentary'],67.0
citizen kane,1941-05-01,1941,"['Classics', 'Drama', 'Mystery & Suspense']",90.0
citizen koch,2014-06-06,2014,"['Documentary', 'Special Interest']",55.0
citizen ruth,1996-12-13,1996,['Comedy'],74.0
citizen soldier,2016-08-05,2016,['Documentary'],67.0
citizen verdict,2005-05-06,2005,"['Drama', 'Television']",22.0
citizen x,1995-02-25,1995,"['Drama', 'Mystery & Suspense', 'Television']",86.0
citizenfour,2014-10-21,2014,['Documentary'],87.0
city by the sea,2002-09-06,2002,"['Drama', 'Mystery & Suspense']",40.0
city for conquest,1940-09-21,1940,"['Classics', 'Drama']",76.0
city hall,1996-02-16,1996,"['Drama', 'Mystery & Suspense']",37.0
city heat,1984-12-07,1984,"['Action & Adventure', 'Comedy', 'Drama', 'Mystery & Suspense']",24.0
city hunter sing si lip yan,1993-01-16,1993,"['Action & Adventure', 'Art House & International', 'Comedy', 'Romance']",61.0
city island,2010-03-19,2010,['Comedy'],79.0
city lights,1931-03-07,1931,"['Classics', 'Comedy', 'Drama', 'Romance']",96.0
city of angels,1998-04-10,1998,"['Drama', 'Science Fiction & Fantasy', 'Romance']",82.0
city of ember,2008-09-25,2008,"['Action & Adventure', 'Kids & Family', 'Science Fiction & Fantasy']",46.0
city of ghosts,2003-04-25,2003,"['Drama', 'Mystery & Suspense']",45.0
cidade de deus city of god,2003-01-17,2003,"['Action & Adventure', 'Art House & International', 'Drama']",97.0
city of gold,2016-03-11,2016,['Documentary'],80.0
city of industry,1997-03-14,1997,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",38.0
city of joy,1992-04-15,1992,"['Art House & International', 'Documentary', 'Drama']",75.0
city of joy,2018-09-07,2018,['Documentary'],60.0
city of life and death,2011-05-11,2011,"['Art House & International', 'Drama']",86.0
city of lost children la cite des enfants perdus,1995-12-15,1995,"['Action & Adventure', 'Art House & International', 'Drama', 'Science Fiction & Fantasy']",90.0
paura nella citta dei morti viventi city of the living dead the gates of hell,1980-08-11,1980,['Horror'],56.0
city of women la citta delle donne,1981-04-08,1981,"['Art House & International', 'Comedy', 'Drama', 'Science Fiction & Fantasy']",75.0
city of your final destination,2010-04-16,2010,"['Art House & International', 'Drama']",38.0
city slickers,1991-06-07,1991,"['Comedy', 'Western']",64.0
city slickers 2 the legend of curlys gold,1994-06-10,1994,"['Action & Adventure', 'Comedy', 'Western']",31.0
civic duty,2006-04-26,2006,"['Drama', 'Mystery & Suspense']",33.0
civil action,1998-12-25,1998,"['Drama', 'Mystery & Suspense']",55.0
civil brand,2003-08-29,2003,"['Action & Adventure', 'Cult Movies', 'Drama', 'Mystery & Suspense']",81.0
cj7,2008-03-07,2008,"['Art House & International', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']",52.0
claim,2000-12-29,2000,"['Drama', 'Western', 'Romance']",49.0
claire in motion,2017-01-13,2017,['Drama'],30.0
claire of the moon,2012-08-31,2012,"['Drama', 'Romance', 'Gay & Lesbian']",45.0
claires camera la camera de claire,2018-03-09,2018,"['Art House & International', 'Drama']",59.0
clambake,1967-01-01,1967,"['Classics', 'Comedy', 'Drama', 'Musical & Performing Arts']",62.0
clan of the cave bear,1986-01-17,1986,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']",47.0
clara,2019-05-03,2019,"['Drama', 'Science Fiction & Fantasy', 'Romance']",87.0
claras ghost,2018-12-06,2018,"['Comedy', 'Drama']",36.0
clash by night,1952-06-18,1952,"['Classics', 'Drama', 'Mystery & Suspense']",70.0
clash of the titans,1981-06-12,1981,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']",70.0
wrath of the titans,2012-03-30,2012,"['Action & Adventure', 'Science Fiction & Fantasy']",49.0
clash of the titans,2010-04-02,2010,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']",40.0
class,1983-07-22,1983,"['Comedy', 'Drama', 'Romance']",50.0
class of 1984,1982-01-01,1982,"['Action & Adventure', 'Drama', 'Horror', 'Mystery & Suspense']",66.0
class of 1999,1990-05-01,1990,"['Action & Adventure', 'Drama', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']",49.0
class of nuke em high,1986-12-12,1986,"['Comedy', 'Horror']",49.0
class rank,2018-05-11,2018,['Comedy'],67.0
clay pigeons,1998-09-25,1998,"['Art House & International', 'Comedy', 'Drama', 'Mystery & Suspense']",67.0
clean and sober,1988-08-10,1988,['Drama'],62.0
clean shaven,1995-04-14,1995,['Drama'],83.0
cleaner,2008-05-27,2008,"['Drama', 'Mystery & Suspense']",40.0
cleanskin,,,"['Drama', 'Mystery & Suspense']",65.0
clear and present danger,1994-08-03,1994,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",74.0
clear history,,,['Comedy'],54.0
clearing,2004-07-02,2004,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",32.0
clemency,2019-12-27,2019,['Drama'],65.0
cleopatra jones,,,"['Action & Adventure', 'Classics', 'Drama']",45.0
cleopatras second husband,1998-04-16,1998,"['Drama', 'Mystery & Suspense']",12.0
clerks,1994-10-19,1994,"['Comedy', 'Cult Movies', 'Drama']",89.0
clerks ii,2006-07-21,2006,"['Comedy', 'Drama']",84.0
click,2006-06-23,2006,"['Comedy', 'Kids & Family']",66.0
client,1994-07-20,1994,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",69.0
clifford,1994-04-01,1994,"['Comedy', 'Kids & Family']",67.0
cliffords really big movie,2004-04-23,2004,"['Animation', 'Kids & Family']",35.0
clip,2013-03-15,2013,['Drama'],47.0
cloak and dagger,1984-08-10,1984,"['Action & Adventure', 'Kids & Family']",56.0
clock,1945-01-01,1945,"['Classics', 'Drama', 'Musical & Performing Arts', 'Romance']",82.0
clockers,1995-09-13,1995,"['Drama', 'Mystery & Suspense']",74.0
clockstoppers,2002-03-29,2002,"['Action & Adventure', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']",30.0
clockwise,1986-10-10,1986,"['Action & Adventure', 'Comedy']",65.0
clockwork orange,1971-12-19,1971,"['Classics', 'Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']",93.0
star wars the clone wars,2008-08-15,2008,"['Action & Adventure', 'Animation', 'Science Fiction & Fantasy']",39.0
close,,,"['Action & Adventure', 'Mystery & Suspense']",35.0
close encounters of the fifth kind contact has begun,,,['Documentary'],79.0
close encounters of the third kind,1977-11-15,1977,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']",85.0
close enemies freres ennemis,,,"['Art House & International', 'Drama', 'Mystery & Suspense']",53.0
close range,2015-12-11,2015,['Action & Adventure'],27.0
closeup nemaye nazdik,1999-12-31,1999,"['Art House & International', 'Drama']",89.0
closed circuit,2013-08-28,2013,['Mystery & Suspense'],31.0
ostre sledovane vlaky closely watched trains,1966-11-18,1966,"['Art House & International', 'Comedy', 'Drama']",87.0
closer,2004-12-03,2004,['Drama'],81.0
closer to the moon,2015-04-17,2015,['Drama'],55.0
closet le placard,2001-05-04,2001,"['Art House & International', 'Comedy', 'Drama']",78.0
closet monster,2016-09-23,2016,['Drama'],72.0
cloud atlas,2012-10-26,2012,"['Drama', 'Science Fiction & Fantasy']",66.0
cloudburst,2012-09-08,2012,"['Action & Adventure', 'Comedy', 'Drama']",77.0
clouds of sils maria,2015-04-10,2015,['Drama'],65.0
cloudy with a chance of meatballs 2,2013-09-27,2013,"['Action & Adventure', 'Animation', 'Kids & Family', 'Science Fiction & Fantasy']",66.0
clover,2020-04-03,2020,"['Action & Adventure', 'Comedy', 'Mystery & Suspense']",60.0
cloverfield,2008-01-16,2008,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']",68.0
clown,2016-06-17,2016,['Horror'],37.0
clowntergeist,2017-09-05,2017,['Horror'],29.0
clowntown,2016-09-30,2016,['Horror'],30.0
club dread,2004-02-27,2004,"['Comedy', 'Horror']",44.0
club life,2015-05-29,2015,['Drama'],17.0
club paradise,1986-07-11,1986,['Comedy'],35.0
clue,1985-12-13,1985,"['Comedy', 'Drama', 'Mystery & Suspense']",86.0
clueless,1995-07-21,1995,"['Comedy', 'Special Interest', 'Romance']",76.0
coach carter,2005-01-14,2005,['Drama'],85.0
coachella,2006-12-31,2006,"['Documentary', 'Musical & Performing Arts']",75.0
coal miners daughter,1980-03-07,1980,"['Drama', 'Musical & Performing Arts']",86.0
