title,release_year,genres,rating_imdb,rating_movielens,rating_metacritic,rating_rt_audience,count_ratings,imdb_norm,movielens_norm,metacritic_norm,rt_norm,num_available_ratings,superscore_mean,superscore_median
american gigolo,1980,['Drama'],,2.69,,51.0,2,,5.38,,5.1,2,5.24,5.24
any which way you can,1980,['Comedy'],,2.0,,45.0,2,,4.0,,4.5,2,4.25,4.25
atlantic city,1980,"['Crime', 'Drama', 'Romance']",,3.69,,77.0,2,,7.38,,7.7,2,7.54,7.54
awakening the,1980,['Horror'],,3.0,,22.0,2,,6.0,,2.2,2,4.1,4.1
battle beyond the stars,1980,['Sci-Fi'],,3.0,,42.0,2,,6.0,,4.2,2,5.1,5.1
big red one the,1980,"['Action', 'Adventure', 'Drama', 'War']",,4.25,,78.0,2,,8.5,,7.8,2,8.15,8.15
bronco billy,1980,"['Adventure', 'Drama', 'Romance']",,3.0,,48.0,2,,6.0,,4.8,2,5.4,5.4
cant stop the music,1980,"['Comedy', 'Musical']",,3.0,,37.0,2,,6.0,,3.7,2,4.85,4.85
changeling the,1980,"['Horror', 'Mystery', 'Thriller']",,3.33,,79.0,2,,6.66,,7.9,2,7.28,7.28
coal miners daughter,1980,['Drama'],,3.5,,86.0,2,,7.0,,8.6,2,7.8,7.8
fame,1980,"['Drama', 'Musical']",,3.33,,69.0,2,,6.66,,6.9,2,6.78,6.78
final countdown the,1980,"['Action', 'Sci-Fi']",,3.0,,61.0,2,,6.0,,6.1,2,6.05,6.05
heavens gate,1980,"['Action & Adventure', 'Drama', 'Western']",,,57.0,54.0,2,,,5.7,5.4,2,5.550000000000001,5.550000000000001
herbie goes bananas,1980,"['Adventure', 'Children', 'Comedy']",,2.88,,37.0,2,,5.76,,3.7,2,4.73,4.73
hollywood knights the,1980,['Comedy'],,2.0,,70.0,2,,4.0,,7.0,2,5.5,5.5
hopscotch,1980,['Comedy'],,4.0,,77.0,2,,8.0,,7.7,2,7.85,7.85
howling the,1980,"['Horror', 'Mystery']",,2.9,,58.0,2,,5.8,,5.8,2,5.8,5.8
humanoids from the deep,1980,"['Horror', 'Sci-Fi']",,1.5,,41.0,2,,3.0,,4.1,2,3.55,3.55
inferno,1980,['Horror'],,2.5,,59.0,2,,5.0,,5.9,2,5.45,5.45
kagemusha,1980,"['Drama', 'War']",,4.12,,92.0,2,,8.24,,9.2,2,8.719999999999999,8.719999999999999
little darlings,1980,['Drama'],,2.0,45.0,,2,,4.0,4.5,,2,4.25,4.25
motel hell,1980,"['Comedy', 'Horror']",,2.75,,49.0,2,,5.5,,4.9,2,5.2,5.2
my bodyguard,1980,['Drama'],,3.86,,69.0,2,,7.72,,6.9,2,7.3100000000000005,7.3100000000000005
octagon the,1980,['Action'],,3.0,,31.0,2,,6.0,,3.1,2,4.55,4.55
oh god book ii,1980,['Comedy'],,1.5,,38.0,2,,3.0,,3.8,2,3.4,3.4
private benjamin,1980,['Comedy'],,3.12,,60.0,2,,6.24,,6.0,2,6.12,6.12
prom night,1980,['Horror'],,2.5,,35.0,2,,5.0,,3.5,2,4.25,4.25
raise the titanic,1980,"['Drama', 'Thriller']",,4.0,,28.0,2,,8.0,,2.8,2,5.4,5.4
saturn 3,1980,"['Sci-Fi', 'Thriller']",,3.25,9.0,,2,,6.5,0.9,,2,3.7,3.7
seems like old times,1980,"['Comedy', 'Romance']",,5.0,,64.0,2,,10.0,,6.4,2,8.2,8.2
smokey and the bandit ii,1980,"['Action', 'Comedy']",,2.12,,44.0,2,,4.24,,4.4,2,4.32,4.32
stardust memories,1980,"['Comedy', 'Drama']",,3.6,,78.0,2,,7.2,,7.8,2,7.5,7.5
stir crazy,1980,['Comedy'],,4.0,,75.0,2,,8.0,,7.5,2,7.75,7.75
stunt man the,1980,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Thriller']",,4.5,,74.0,2,,9.0,,7.4,2,8.2,8.2
tom horn,1980,['Western'],,4.0,,69.0,2,,8.0,,6.9,2,7.45,7.45
urban cowboy,1980,['Drama'],,2.33,,81.0,2,,4.66,,8.1,2,6.38,6.38
used cars,1980,['Comedy'],,,68.0,69.0,2,,,6.8,6.9,2,6.85,6.85
where the buffalo roam,1980,['Comedy'],,3.67,,73.0,2,,7.34,,7.3,2,7.32,7.32
xanadu,1980,"['Musical & Performing Arts', 'Science Fiction & Fantasy']",,,35.0,58.0,2,,,3.5,5.8,2,4.65,4.65
1941,1979,"['Comedy', 'War']",,2.67,,48.0,2,,5.34,,4.8,2,5.07,5.07
and justice for all,1979,"['Drama', 'Thriller']",,3.17,,80.0,2,,6.34,,8.0,2,7.17,7.17
beyond the poseidon adventure,1979,['Adventure'],,2.0,,22.0,2,,4.0,,2.2,2,3.1,3.1
black hole the,1979,"['Children', 'Sci-Fi']",,2.61,,45.0,2,,5.22,,4.5,2,4.859999999999999,4.859999999999999
brood the,1979,['Horror'],,3.0,,68.0,2,,6.0,,6.8,2,6.4,6.4
champ the,1979,['Drama'],,3.0,,82.0,2,,6.0,,8.2,2,7.1,7.1
dracula,1979,"['Horror', 'Romance']",,4.5,,58.0,2,,9.0,,5.8,2,7.4,7.4
electric horseman,1979,"['Comedy', 'Drama', 'Romance']",,,64.0,57.0,2,,,6.4,5.7,2,6.050000000000001,6.050000000000001
frisco kid the,1979,"['Comedy', 'Western']",,2.5,,66.0,2,,5.0,,6.6,2,5.8,5.8
great santini the,1979,['Drama'],,3.67,,75.0,2,,7.34,,7.5,2,7.42,7.42
meatballs,1979,['Comedy'],,3.22,,58.0,2,,6.44,,5.8,2,6.12,6.12
meteor,1979,['Sci-Fi'],,1.83,,12.0,2,,3.66,,1.2,2,2.43,2.43
more american graffiti,1979,['Comedy'],,3.0,,33.0,2,,6.0,,3.3,2,4.65,4.65
north dallas forty,1979,"['Comedy', 'Drama']",,3.0,,70.0,2,,6.0,,7.0,2,6.5,6.5
quadrophenia,1979,"['Drama', 'Musical']",,3.0,,82.0,2,,6.0,,8.2,2,7.1,7.1
real life,1979,['Comedy'],,3.0,,82.0,2,,6.0,,8.2,2,7.1,7.1
stalker,1979,"['Drama', 'Mystery', 'Sci-Fi']",,3.62,,93.0,2,,7.24,,9.3,2,8.27,8.27
tess,1979,['Drama'],,,82.0,78.0,2,,,8.2,7.8,2,8.0,8.0
time after time,1979,"['Sci-Fi', 'Thriller']",,3.75,,72.0,2,,7.5,,7.2,2,7.35,7.35
when a stranger calls,1979,"['Horror', 'Thriller']",,2.5,,49.0,2,,5.0,,4.9,2,4.95,4.95
animal house,1978,['Comedy'],,3.69,79.0,,2,,7.38,7.9,,2,7.640000000000001,7.640000000000001
attack of the killer tomatoes,1978,"['Comedy', 'Horror']",,2.2,,42.0,2,,4.4,,4.2,2,4.300000000000001,4.300000000000001
big wednesday,1978,"['Comedy', 'Drama']",,3.0,,87.0,2,,6.0,,8.7,2,7.35,7.35
buddy holly story the,1978,['Drama'],,3.6,,77.0,2,,7.2,,7.7,2,7.45,7.45
cat from outer space the,1978,"['Children', 'Comedy', 'Sci-Fi']",,2.33,,59.0,2,,4.66,,5.9,2,5.28,5.28
cheap detective the,1978,['Comedy'],,3.0,,58.0,2,,6.0,,5.8,2,5.9,5.9
coma,1978,['Thriller'],,3.67,,66.0,2,,7.34,,6.6,2,6.97,6.97
drunken master jui kuen,1978,"['Action', 'Comedy']",,4.05,,85.0,2,,8.1,,8.5,2,8.3,8.3
every which way but loose,1978,['Comedy'],,3.0,,55.0,2,,6.0,,5.5,2,5.75,5.75
eyes of laura mars,1978,"['Mystery', 'Thriller']",,3.5,,43.0,2,,7.0,,4.3,2,5.65,5.65
force 10 from navarone,1978,"['Action', 'Drama', 'War']",,2.92,,56.0,2,,5.84,,5.6,2,5.72,5.72
foul play,1978,"['Comedy', 'Thriller']",,2.75,45.0,,2,,5.5,4.5,,2,5.0,5.0
fury the,1978,['Horror'],,3.0,,49.0,2,,6.0,,4.9,2,5.45,5.45
game of death,1978,['Action'],,4.17,,64.0,2,,8.34,,6.4,2,7.37,7.37
heaven can wait,1978,['Comedy'],,3.27,,68.0,2,,6.54,,6.8,2,6.67,6.67
i spit on your grave day of the woman,1978,"['Horror', 'Thriller']",,2.62,,40.0,2,,5.24,,4.0,2,4.62,4.62
ice castles,1978,['Drama'],,2.0,,69.0,2,,4.0,,6.9,2,5.45,5.45
interiors,1978,['Drama'],,4.17,,79.0,2,,8.34,,7.9,2,8.120000000000001,8.120000000000001
last waltz the,1978,['Documentary'],,4.5,,94.0,2,,9.0,,9.4,2,9.2,9.2
lord of the rings the,1978,"['Adventure', 'Animation', 'Children', 'Fantasy']",,3.13,,64.0,2,,6.26,,6.4,2,6.33,6.33
national lampoons animal house,1978,['Comedy'],7.4,,,89.0,2,7.4,,,8.9,2,8.15,8.15
orchestra rehearsal prova dorchestra,1978,['Drama'],,3.5,,82.0,2,,7.0,,8.2,2,7.6,7.6
return from witch mountain,1978,"['Children', 'Sci-Fi']",,2.25,,40.0,2,,4.5,,4.0,2,4.25,4.25
swarm the,1978,"['Action', 'Horror', 'Sci-Fi']",,2.25,,19.0,2,,4.5,,1.9,2,3.2,3.2
watership down,1978,"['Adventure', 'Animation', 'Children', 'Drama', 'Fantasy']",,4.05,,86.0,2,,8.1,,8.6,2,8.35,8.35
wholl stop the rain,1978,"['Crime', 'Drama']",,4.0,,64.0,2,,8.0,,6.4,2,7.2,7.2
wiz the,1978,"['Adventure', 'Children', 'Comedy', 'Fantasy', 'Musical']",,2.0,,65.0,2,,4.0,,6.5,2,5.25,5.25
airport 77,1977,['Drama'],,3.25,,33.0,2,,6.5,,3.3,2,4.9,4.9
audrey rose,1977,['Horror'],,2.0,,43.0,2,,4.0,,4.3,2,4.15,4.15
billy jack goes to washington,1977,['Drama'],,2.0,,37.0,2,,4.0,,3.7,2,3.85,3.85
desperate living,1977,"['Comedy', 'Crime']",,3.5,,80.0,2,,7.0,,8.0,2,7.5,7.5
eaten alive,1977,['Horror'],,1.5,,30.0,2,,3.0,,3.0,2,3.0,3.0
gauntlet the,1977,['Action'],,3.5,,54.0,2,,7.0,,5.4,2,6.2,6.2
goodbye girl the,1977,"['Comedy', 'Romance']",,3.71,,84.0,2,,7.42,,8.4,2,7.91,7.91
herbie goes to monte carlo,1977,"['Adventure', 'Children', 'Comedy']",,2.33,,57.0,2,,4.66,,5.7,2,5.18,5.18
high anxiety,1977,"['Comedy', 'Thriller']",,3.5,,67.0,2,,7.0,,6.7,2,6.85,6.85
jabberwocky,1977,"['Adventure', 'Comedy', 'Fantasy']",,3.5,,47.0,2,,7.0,,4.7,2,5.85,5.85
kentucky fried movie the,1977,['Comedy'],,3.5,,66.0,2,,7.0,,6.6,2,6.8,6.8
last wave the,1977,"['Fantasy', 'Mystery', 'Thriller']",,3.0,,79.0,2,,6.0,,7.9,2,6.95,6.95
macarthur,1977,['Drama'],,4.0,,60.0,2,,8.0,,6.0,2,7.0,7.0
many adventures of winnie the pooh the,1977,"['Animation', 'Children', 'Musical']",,3.5,,88.0,2,,7.0,,8.8,2,7.9,7.9
new york new york,1977,"['Drama', 'Musical', 'Romance']",,2.5,62.0,,2,,5.0,6.2,,2,5.6,5.6
oh god,1977,"['Comedy', 'Fantasy']",,2.5,,60.0,2,,5.0,,6.0,2,5.5,5.5
orca the killer whale,1977,"['Action', 'Drama', 'Horror', 'Thriller']",,1.5,,33.0,2,,3.0,,3.3,2,3.15,3.15
people that time forgot the,1977,"['Adventure', 'Sci-Fi']",,2.5,,24.0,2,,5.0,,2.4,2,3.7,3.7
petes dragon,1977,"['Adventure', 'Animation', 'Children', 'Musical']",,2.77,,60.0,2,,5.54,,6.0,2,5.77,5.77
sinbad and the eye of the tiger,1977,"['Adventure', 'Fantasy']",,3.0,,55.0,2,,6.0,,5.5,2,5.75,5.75
slap shot,1977,['Comedy'],,3.86,,89.0,2,,7.72,,8.9,2,8.31,8.31
sorcerer,1977,"['Action & Adventure', 'Mystery & Suspense']",,,68.0,83.0,2,,,6.8,8.3,2,7.550000000000001,7.550000000000001
stroszek,1977,"['Comedy', 'Drama']",,4.0,,92.0,2,,8.0,,9.2,2,8.6,8.6
suspiria,1977,['Horror'],,3.94,79.0,,2,,7.88,7.9,,2,7.890000000000001,7.890000000000001
wizards,1977,"['Animation', 'Fantasy', 'Sci-Fi', 'War']",,2.0,,70.0,2,,4.0,,7.0,2,5.5,5.5
1900 novecento,1976,"['Drama', 'War']",,4.5,,85.0,2,,9.0,,8.5,2,8.75,8.75
big bus,1976,"['Action', 'Comedy']",,5.0,,57.0,2,,10.0,,5.7,2,7.85,7.85
burnt offerings,1976,['Horror'],,3.75,,43.0,2,,7.5,,4.3,2,5.9,5.9
car wash,1976,['Comedy'],,3.75,,61.0,2,,7.5,,6.1,2,6.8,6.8
enforcer the,1976,['Crime'],,4.0,,59.0,2,,8.0,,5.9,2,6.95,6.95
family plot,1976,"['Comedy', 'Thriller']",,3.17,,62.0,2,,6.34,,6.2,2,6.27,6.27
futureworld,1976,"['Sci-Fi', 'Thriller']",,2.5,,30.0,2,,5.0,,3.0,2,4.0,4.0
king kong,1976,"['Adventure', 'Fantasy', 'Romance', 'Sci-Fi', 'Thriller']",,2.71,,31.0,2,,5.42,,3.1,2,4.26,4.26
little girl who lives down the lane the,1976,"['Drama', 'Mystery', 'Thriller']",,4.0,,75.0,2,,8.0,,7.5,2,7.75,7.75
midway,1976,"['Drama', 'War']",,3.33,,72.0,2,,6.66,,7.2,2,6.93,6.93
murder by death,1976,"['Comedy', 'Crime', 'Mystery', 'Thriller']",,2.83,,83.0,2,,5.66,,8.3,2,6.98,6.98
obsession,1976,"['Mystery', 'Thriller']",,3.0,,59.0,2,,6.0,,5.9,2,5.95,5.95
robin and marian,1976,"['Adventure', 'Drama', 'Romance']",,3.25,,53.0,2,,6.5,,5.3,2,5.9,5.9
shaggy da the,1976,"['Children', 'Comedy']",,2.83,,43.0,2,,5.66,,4.3,2,4.98,4.98
shootist the,1976,"['Drama', 'Western']",,3.5,,88.0,2,,7.0,,8.8,2,7.9,7.9
silver streak,1976,"['Action', 'Comedy', 'Crime']",,3.67,,71.0,2,,7.34,,7.1,2,7.22,7.22
star is born,1976,"['Drama', 'Musical & Performing Arts', 'Romance']",,,59.0,64.0,2,,,5.9,6.4,2,6.15,6.15
apple dumpling gang the,1975,"['Children', 'Comedy', 'Western']",,2.6,,60.0,2,,5.2,,6.0,2,5.6,5.6
day of the locust the,1975,['Drama'],,2.0,,76.0,2,,4.0,,7.6,2,5.8,5.8
death race 2000,1975,"['Action', 'Sci-Fi']",,3.67,,64.0,2,,7.34,,6.4,2,6.87,6.87
deep red profondo rosso,1975,"['Horror', 'Mystery', 'Thriller']",,2.6,,86.0,2,,5.2,,8.6,2,6.9,6.9
dersu uzala,1975,"['Adventure', 'Drama']",,4.3,,94.0,2,,8.6,,9.4,2,9.0,9.0
escape to witch mountain,1975,"['Adventure', 'Children', 'Fantasy']",,3.06,,59.0,2,,6.12,,5.9,2,6.01,6.01
french connection ii,1975,"['Action', 'Crime', 'Drama', 'Thriller']",,3.0,,62.0,2,,6.0,,6.2,2,6.1,6.1
grey gardens,1975,['Documentary'],,3.5,,85.0,2,,7.0,,8.5,2,7.75,7.75
love and death,1975,['Comedy'],,4.22,,90.0,2,,8.44,,9.0,2,8.719999999999999,8.719999999999999
monty python and the holy grail,1975,"['Adventure', 'Comedy', 'Fantasy']",,4.16,,95.0,2,,8.32,,9.5,2,8.91,8.91
picnic at hanging rock,1975,"['Drama', 'Mystery']",,4.0,,83.0,2,,8.0,,8.3,2,8.15,8.15
return of the pink panther the,1975,"['Comedy', 'Crime']",,3.69,,82.0,2,,7.38,,8.2,2,7.789999999999999,7.789999999999999
shampoo,1975,"['Comedy', 'Drama', 'Romance']",,3.07,,52.0,2,,6.14,,5.2,2,5.67,5.67
stepford wives,1975,"['Mystery', 'Sci-Fi', 'Thriller']",,3.18,54.0,,2,,6.36,5.4,,2,5.880000000000001,5.880000000000001
swept away travolti da un insolito destino nellazzurro mare dagosto,1975,"['Comedy', 'Drama']",,4.67,,80.0,2,,9.34,,8.0,2,8.67,8.67
wind and the lion the,1975,['Adventure'],,3.0,,70.0,2,,6.0,,7.0,2,6.5,6.5
airport 1975,1974,"['Action', 'Drama', 'Thriller']",,3.5,,37.0,2,,7.0,,3.7,2,5.35,5.35
alice doesnt live here anymore,1974,"['Drama', 'Romance']",,4.17,78.0,,2,,8.34,7.8,,2,8.07,8.07
benji,1974,"['Adventure', 'Children']",,3.8,,55.0,2,,7.6,,5.5,2,6.55,6.55
black christmas,1974,"['Horror', 'Mystery', 'Thriller']",,3.5,,75.0,2,,7.0,,7.5,2,7.25,7.25
california split,1974,"['Comedy', 'Drama']",,4.0,,83.0,2,,8.0,,8.3,2,8.15,8.15
dark star,1974,"['Comedy', 'Sci-Fi', 'Thriller']",,2.5,66.0,,2,,5.0,6.6,,2,5.8,5.8
earthquake,1974,"['Action', 'Drama', 'Thriller']",,2.67,,35.0,2,,5.34,,3.5,2,4.42,4.42
female trouble,1974,"['Comedy', 'Crime']",,3.25,,85.0,2,,6.5,,8.5,2,7.5,7.5
four musketeers the,1974,"['Action', 'Adventure', 'Comedy', 'Romance']",,2.75,,75.0,2,,5.5,,7.5,2,6.5,6.5
foxy brown,1974,"['Action', 'Crime', 'Drama']",,2.5,,66.0,2,,5.0,,6.6,2,5.8,5.8
gone in 60 seconds,1974,"['Action', 'Crime', 'Drama']",,3.12,,66.0,2,,6.24,,6.6,2,6.42,6.42
great gatsby the,1974,['Drama'],,3.0,,47.0,2,,6.0,,4.7,2,5.35,5.35
herbie rides again,1974,"['Children', 'Comedy', 'Fantasy', 'Romance']",,2.94,,53.0,2,,5.88,,5.3,2,5.59,5.59
lenny,1974,['Drama'],,3.75,,88.0,2,,7.5,,8.8,2,8.15,8.15
longest yard the,1974,['Comedy'],,3.4,,75.0,2,,6.8,,7.5,2,7.15,7.15
lords of flatbush the,1974,"['Comedy', 'Drama']",,2.0,,42.0,2,,4.0,,4.2,2,4.1,4.1
murder on the orient express,1974,"['Crime', 'Mystery', 'Thriller']",,3.25,,79.0,2,,6.5,,7.9,2,7.2,7.2
odessa file the,1974,['Thriller'],,3.88,,64.0,2,,7.76,,6.4,2,7.08,7.08
sugarland express the,1974,['Drama'],,3.0,,66.0,2,,6.0,,6.6,2,6.3,6.3
taking of pelham one two three the,1974,"['Action', 'Crime']",,4.5,,88.0,2,,9.0,,8.8,2,8.9,8.9
thunderbolt and lightfoot,1974,['Action'],,3.33,,73.0,2,,6.66,,7.3,2,6.98,6.98
amarcord,1973,"['Comedy', 'Drama']",,4.0,,90.0,2,,8.0,,9.0,2,8.5,8.5
asphyx the,1973,"['Horror', 'Sci-Fi']",,4.5,,44.0,2,,9.0,,4.4,2,6.7,6.7
baby the,1973,['Horror'],,1.5,,53.0,2,,3.0,,5.3,2,4.15,4.15
battle for the planet of the apes,1973,"['Action', 'Sci-Fi']",,2.78,,30.0,2,,5.56,,3.0,2,4.279999999999999,4.279999999999999
charley varrick,1973,"['Crime', 'Drama', 'Thriller']",,3.0,,82.0,2,,6.0,,8.2,2,7.1,7.1
charlottes web,1973,"['Animation', 'Children']",,3.55,,67.0,2,,7.1,,6.7,2,6.9,6.9
coffy,1973,"['Action', 'Crime', 'Thriller']",,3.5,,76.0,2,,7.0,,7.6,2,7.3,7.3
electra glide in blue,1973,"['Action', 'Crime']",,3.5,,75.0,2,,7.0,,7.5,2,7.25,7.25
golden voyage of sinbad,1973,"['Action', 'Adventure', 'Fantasy']",,4.0,,64.0,2,,8.0,,6.4,2,7.2,7.2
harder they come the,1973,"['Action', 'Crime', 'Drama']",,4.17,,82.0,2,,8.34,,8.2,2,8.27,8.27
jesus christ superstar,1973,"['Drama', 'Musical']",,4.0,,76.0,2,,8.0,,7.6,2,7.8,7.8
legend of hell house the,1973,"['Horror', 'Thriller']",,1.0,,56.0,2,,2.0,,5.6,2,3.8,3.8
long goodbye the,1973,"['Crime', 'Film-Noir']",,4.67,,88.0,2,,9.34,,8.8,2,9.07,9.07
paper chase the,1973,['Drama'],,3.83,,72.0,2,,7.66,,7.2,2,7.43,7.43
scenes from a marriage scener ur ett aktenskap,1973,['Drama'],,4.0,,95.0,2,,8.0,,9.5,2,8.75,8.75
sisters,1973,"['Horror', 'Thriller']",,4.0,,72.0,2,,8.0,,7.2,2,7.6,7.6
thats entertainment,1973,['Documentary'],,4.0,,85.0,2,,8.0,,8.5,2,8.25,8.25
three musketeers the,1973,"['Action', 'Adventure', 'Comedy']",,4.0,,78.0,2,,8.0,,7.8,2,7.9,7.9
way we were the,1973,"['Drama', 'Romance']",,3.62,,81.0,2,,7.24,,8.1,2,7.67,7.67
1776,1972,"['Children', 'Drama', 'Musical']",,3.5,,84.0,2,,7.0,,8.4,2,7.7,7.7
aguirre the wrath of god aguirre der zorn gottes,1972,"['Adventure', 'Drama']",,4.0,,91.0,2,,8.0,,9.1,2,8.55,8.55
avanti,1972,"['Comedy', 'Drama']",,4.0,,76.0,2,,8.0,,7.6,2,7.8,7.8
boxcar bertha,1972,['Drama'],,1.5,,33.0,2,,3.0,,3.3,2,3.15,3.15
butterflies are free,1972,"['Comedy', 'Drama']",,3.0,,81.0,2,,6.0,,8.1,2,7.05,7.05
candidate the,1972,['Drama'],,3.58,,74.0,2,,7.16,,7.4,2,7.28,7.28
conquest of the planet of the apes,1972,"['Action', 'Sci-Fi']",,2.79,,46.0,2,,5.58,,4.6,2,5.09,5.09
dr phibes rises again,1972,"['Adventure', 'Comedy', 'Horror', 'Romance']",,4.5,,57.0,2,,9.0,,5.7,2,7.35,7.35
everything you always wanted to know about sex but were afraid to ask,1972,['Comedy'],,3.46,,69.0,2,,6.92,,6.9,2,6.91,6.91
fat city,1972,['Drama'],,4.0,,85.0,2,,8.0,,8.5,2,8.25,8.25
frenzy,1972,['Thriller'],,3.5,,77.0,2,,7.0,,7.7,2,7.35,7.35
getaway the,1972,"['Action', 'Crime', 'Drama', 'Thriller']",,4.0,,81.0,2,,8.0,,8.1,2,8.05,8.05
night of the lepus,1972,"['Horror', 'Sci-Fi', 'Thriller']",,2.5,,26.0,2,,5.0,,2.6,2,3.8,3.8
play it again sam,1972,"['Comedy', 'Romance']",,3.75,,89.0,2,,7.5,,8.9,2,8.2,8.2
silent running,1972,"['Drama', 'Sci-Fi']",,2.38,,66.0,2,,4.76,,6.6,2,5.68,5.68
slaughterhousefive,1972,"['Comedy', 'Drama', 'Sci-Fi', 'War']",,4.0,,67.0,2,,8.0,,6.7,2,7.35,7.35
thing with two heads the,1972,"['Comedy', 'Horror', 'Sci-Fi']",,0.75,,25.0,2,,1.5,,2.5,2,2.0,2.0
whats up doc,1972,['Comedy'],,4.5,,89.0,2,,9.0,,8.9,2,8.95,8.95
bananas,1971,"['Comedy', 'War']",,3.41,,74.0,2,,6.82,,7.4,2,7.11,7.11
barefoot executive the,1971,"['Children', 'Comedy']",,2.0,,48.0,2,,4.0,,4.8,2,4.4,4.4
bedknobs and broomsticks,1971,"['Adventure', 'Children', 'Musical']",,3.48,,74.0,2,,6.96,,7.4,2,7.18,7.18
billy jack,1971,"['Action', 'Drama']",,2.67,,63.0,2,,5.34,,6.3,2,5.82,5.82
carnal knowledge,1971,"['Comedy', 'Drama']",,3.5,,72.0,2,,7.0,,7.2,2,7.1,7.1
duel,1971,"['Action', 'Mystery', 'Thriller']",,3.2,,84.0,2,,6.4,,8.4,2,7.4,7.4
get carter,1971,"['Action', 'Crime', 'Drama', 'Thriller']",,3.33,,85.0,2,,6.66,,8.5,2,7.58,7.58
klute,1971,"['Drama', 'Mystery']",,4.08,,80.0,2,,8.16,,8.0,2,8.08,8.08
mccabe mrs miller,1971,"['Drama', 'Western']",,3.75,,87.0,2,,7.5,,8.7,2,8.1,8.1
monty pythons and now for something completely different,1971,['Comedy'],,4.05,,87.0,2,,8.1,,8.7,2,8.399999999999999,8.399999999999999
on any sunday,1971,['Documentary'],,4.5,,85.0,2,,9.0,,8.5,2,8.75,8.75
shaft,1971,"['Action', 'Crime', 'Drama', 'Thriller']",,4.0,,68.0,2,,8.0,,6.8,2,7.4,7.4
straw dogs,1971,"['Drama', 'Thriller']",7.4,4.0,,,2,7.4,8.0,,,2,7.7,7.7
they might be giants,1971,"['Comedy', 'Mystery', 'Romance']",,3.0,,75.0,2,,6.0,,7.5,2,6.75,6.75
villain,1971,"['Crime', 'Drama', 'Thriller']",,5.0,,45.0,2,,10.0,,4.5,2,7.25,7.25
walkabout,1971,"['Adventure', 'Drama']",,4.25,,86.0,2,,8.5,,8.6,2,8.55,8.55
airport,1970,['Drama'],,2.17,,53.0,2,,4.34,,5.3,2,4.82,4.82
beyond the valley of the dolls,1970,"['Comedy', 'Horror']",,3.5,,72.0,2,,7.0,,7.2,2,7.1,7.1
catch22,1970,"['Comedy', 'War']",,3.75,,76.0,2,,7.5,,7.6,2,7.55,7.55
five easy pieces,1970,['Drama'],,4.5,,84.0,2,,9.0,,8.4,2,8.7,8.7
love story,1970,"['Drama', 'Romance']",,3.0,,75.0,2,,6.0,,7.5,2,6.75,6.75
performance,1970,"['Crime', 'Drama', 'Thriller']",,4.0,,79.0,2,,8.0,,7.9,2,7.95,7.95
private life of sherlock holmes the,1970,"['Comedy', 'Drama', 'Mystery']",,2.5,,73.0,2,,5.0,,7.3,2,6.15,6.15
start the revolution without me,1970,['Comedy'],,2.0,,77.0,2,,4.0,,7.7,2,5.85,5.85
tora tora tora,1970,"['Action', 'Drama', 'War']",,3.93,,81.0,2,,7.86,,8.1,2,7.98,7.98
two mules for sister sara,1970,"['Comedy', 'War', 'Western']",,3.0,,73.0,2,,6.0,,7.3,2,6.65,6.65
anne of the thousand days,1969,['Drama'],,4.0,,83.0,2,,8.0,,8.3,2,8.15,8.15
army of shadows larmee des ombres,1969,"['Action', 'Drama', 'Thriller', 'War']",,4.5,,94.0,2,,9.0,,9.4,2,9.2,9.2
bob carol ted alice,1969,"['Comedy', 'Drama']",,3.5,,65.0,2,,7.0,,6.5,2,6.75,6.75
downhill racer,1969,"['Action & Adventure', 'Classics', 'Drama']",,,90.0,59.0,2,,,9.0,5.9,2,7.45,7.45
frankenstein must be destroyed,1969,"['Drama', 'Horror', 'Sci-Fi']",,3.0,,68.0,2,,6.0,,6.8,2,6.4,6.4
frosty the snowman,1969,"['Animation', 'Children', 'Comedy', 'Fantasy', 'Musical']",,1.5,,72.0,2,,3.0,,7.2,2,5.1,5.1
hello dolly,1969,"['Comedy', 'Musical', 'Romance']",,3.75,,76.0,2,,7.5,,7.6,2,7.55,7.55
italian job the,1969,"['Action', 'Comedy', 'Crime']",,3.85,,86.0,2,,7.7,,8.6,2,8.15,8.15
love bug the,1969,"['Children', 'Comedy']",,3.06,,66.0,2,,6.12,,6.6,2,6.359999999999999,6.359999999999999
mackennas gold,1969,['Western'],,3.0,,70.0,2,,6.0,,7.0,2,6.5,6.5
paint your wagon,1969,"['Comedy', 'Musical', 'Western']",,2.83,,68.0,2,,5.66,,6.8,2,6.23,6.23
topaz,1969,['Thriller'],,3.0,,36.0,2,,6.0,,3.6,2,4.8,4.8
true grit,1969,"['Adventure', 'Drama', 'Western']",,4.0,,84.0,2,,8.0,,8.4,2,8.2,8.2
z,1969,"['Drama', 'Mystery', 'Thriller']",,3.83,,93.0,2,,7.66,,9.3,2,8.48,8.48
barbarella,1968,"['Adventure', 'Comedy', 'Sci-Fi']",,3.17,,56.0,2,,6.34,,5.6,2,5.97,5.97
blackbeards ghost,1968,"['Children', 'Comedy']",,3.67,,72.0,2,,7.34,,7.2,2,7.27,7.27
bullitt,1968,"['Action', 'Crime', 'Drama', 'Thriller']",,3.88,,85.0,2,,7.76,,8.5,2,8.129999999999999,8.129999999999999
