norm_title,year_cluster,rating_imdb,rating_metacritic,rating_movielens,rating_rt_audience,title,year,release_date,genres,ID_IMDB,ID_METACRITIC,ID_MOVIELENS
undead,1,,34.0,,32.0,undead,2005,,"['Action', 'Sci-Fi', 'Horror', 'Comedy']",,2146.0,
undefeated,0,,71.0,,96.0,undefeated,2012,,['Documentary'],,7927.0,
under fire,0,,,,90.0,under fire,1983,,"['Drama', 'Mystery & Suspense']",,,
under our skin,0,,63.0,,81.0,under our skin,2008,,['Documentary'],,5878.0,
under siege,0,6.5,58.0,2.9,79.0,under siege,1992,,"['Action', 'Thriller']",445.0,4515.0,1066.0
under siege 2 dark territory,0,,,2.7,34.0,under siege 2 dark territory,1995,,['Action'],,,173.0
under suspicion,0,,,,25.0,under suspicion,1991,,"['Art House & International', 'Drama', 'Mystery & Suspense']",,,
under suspicion,1,,43.0,2.5,49.0,under suspicion,2000,,"['Drama', 'Thriller', 'Crime']",,6441.0,2909.0
under the bed,0,,,,40.0,under the bed,2013,,"['Comedy', 'Horror']",,,
under the boardwalk monopoly story,0,,,,85.0,under the boardwalk monopoly story,2011,,"['Documentary', 'Special Interest']",,,
under the cherry moon,0,,,,36.0,under the cherry moon,1986,,"['Drama', 'Musical & Performing Arts', 'Romance']",,,
under the city s skin,0,,77.0,,,under the city s skin,2003,,['Drama'],,8467.0,
under the eiffel tower,0,,,,41.0,under the eiffel tower,2019,,"['Comedy', 'Romance']",,,
under the gun,0,,,,100.0,under the gun,2016,,['Documentary'],,,
under the rainbow,0,,,2.0,,under the rainbow,1981,,['Comedy'],,,2299.0
under the same moon,0,,59.0,,73.0,under the same moon,2008,,['Drama'],,2754.0,
under the sand,0,,86.0,4.5,,under the sand,2000,,"['Drama', 'Mystery']",,5149.0,3169.0
under the sea 3d,0,,77.0,,94.0,under the sea 3d,2009,,['Documentary'],,3952.0,
under the shadow,0,,84.0,,99.0,under the shadow,2016,,"['Thriller', 'Horror']",,6356.0,
under the silver lake,0,,60.0,,59.0,under the silver lake,2019,,"['Drama', 'Mystery', 'Thriller', 'Comedy', 'Crime']",,7866.0,
under the skin,0,6.3,78.0,2.8,85.0,under the skin,2013,,"['Drama', 'Horror', 'Mystery']",2381.0,5270.0,8369.0
under the sun,0,,81.0,,94.0,under the sun,2016,,['Documentary'],,3395.0,
under the tree,0,,75.0,,,under the tree,2018,,"['Drama', 'Comedy']",,5843.0,
under the tuscan sun,0,6.7,52.0,3.3,62.0,under the tuscan sun,2003,,"['Comedy', 'Drama', 'Romance']",1252.0,1990.0,4547.0
under the wire,0,,75.0,,,under the wire,2018,,['Documentary'],,240.0,
under the yum tree,0,,,,17.0,under the yum tree,1963,,"['Classics', 'Comedy', 'Romance']",,,
underclassman,0,,19.0,,6.0,underclassman,2005,,"['Action', 'Drama', 'Thriller', 'Comedy', 'Crime']",,8301.0,
undercover blues,0,,,2.0,,undercover blues,1993,,"['Comedy', 'Crime']",,,4316.0
undercover brother,0,,69.0,1.8,77.0,undercover brother,2002,,"['Action', 'Comedy']",,3843.0,3842.0
undercurrent,0,,,3.5,,undercurrent,1946,,"['Film-Noir', 'Thriller']",,,5006.0
underdog,0,,37.0,,16.0,underdog,2007,,"['Action', 'Adventure', 'Sci-Fi', 'Comedy', 'Family']",,2371.0,
underground,0,8.1,,4.3,86.0,underground,1995,,"['Comedy', 'Drama', 'Fantasy']",595.0,,555.0
underneath,0,,,3.5,,underneath,1995,,"['Mystery', 'Thriller']",,,294.0
undertaking betty,0,,,2.5,50.0,undertaking betty,2002,,"['Comedy', 'Romance']",,,5644.0
undertow,0,,63.0,3.0,55.0,undertow,2004,,"['Drama', 'Thriller']",,8337.0,5360.0
undertow,1,,,,88.0,undertow,2010,,"['Art House & International', 'Drama', 'Mystery & Suspense']",,,
underwater,0,5.9,,,48.0,underwater,2020,,"['Action', 'Horror', 'Sci-Fi']",3186.0,,
underworld,0,,,3.0,,underworld,1996,,"['Comedy', 'Thriller']",,,1101.0
underworld,1,7.0,42.0,3.5,31.0,underworld,2003,,"['Action', 'Fantasy', 'Thriller']",1230.0,692.0,4542.0
underworld awakening,0,6.3,39.0,3.8,26.0,underworld awakening,2012,,"['Action', 'Fantasy', 'Horror']",2417.0,2073.0,7773.0
underworld blood wars,0,5.7,23.0,3.0,21.0,underworld blood wars,2016,,"['Action', 'Adventure', 'Fantasy']",3013.0,1363.0,9418.0
underworld evolution,0,6.7,36.0,3.1,17.0,underworld evolution,2006,,"['Action', 'Fantasy', 'Thriller']",1482.0,600.0,6097.0
underworld rise of the lycans,0,6.5,44.0,3.6,,underworld rise of the lycans,2009,,"['Action', 'Fantasy', 'Thriller']",1847.0,1694.0,6940.0
underworld the rise of lycans,0,,,,29.0,underworld the rise of lycans,2009,,"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']",,,
undiscovered,0,,29.0,,8.0,undiscovered,2005,,"['Comedy', 'Romance', 'Music']",,3647.0,
undisputed,0,,,2.8,48.0,undisputed,2002,,['Drama'],,,3930.0
undisputed ii last man standing,0,,,4.0,,undisputed ii last man standing,2006,,"['Action', 'Crime', 'Drama']",,,7226.0
undisputed iii redemption,0,,,4.0,,undisputed iii redemption,2010,,"['Action', 'Crime', 'Drama']",,,7435.0
undoing,0,,,,31.0,undoing,2006,,"['Drama', 'Mystery & Suspense']",,,
undrafted,0,,,,25.0,undrafted,2016,,"['Comedy', 'Drama', 'Kids & Family']",,,
une femme mariee suite de fragments d un film tourne en 1964,0,,,,85.0,une femme mariee suite de fragments d un film tourne en 1964,1964,,"['Art House & International', 'Drama']",,,
une vieille maitresse the last mistress,0,,,,77.0,une vieille maitresse the last mistress,2007,,"['Art House & International', 'Drama']",,,
unedited footage of a bear,0,,,4.0,,unedited footage of a bear,2014,,"['Horror', 'Thriller']",,,9557.0
unexpected,0,,65.0,,66.0,unexpected,2015,,"['Drama', 'Comedy']",,7243.0,
unfaithful,0,6.7,63.0,3.5,50.0,unfaithful,2002,,"['Drama', 'Romance', 'Thriller']",1053.0,3591.0,3822.0
unfaithfully yours,0,,,5.0,93.0,unfaithfully yours,1948,,['Comedy'],,,5424.0
unfinished business,0,,32.0,2.2,10.0,unfinished business,2015,,['Comedy'],,5363.0,8774.0
unfinished life an,0,,,3.0,,unfinished life an,2005,,['Drama'],,,5983.0
unfinished song,0,,57.0,,65.0,unfinished song,2013,,"['Drama', 'Comedy', 'Romance', 'Music']",,5820.0,
unfit the psychology of donald trump,0,,,,85.0,unfit the psychology of donald trump,2020,,['Documentary'],,,
unforgettable,0,,,3.0,21.0,unforgettable,1996,,"['Mystery', 'Sci-Fi', 'Thriller']",,,92.0
unforgettable,1,,45.0,,28.0,unforgettable,2017,,"['Drama', 'Thriller']",,6415.0,
unforgettable summer an,0,,,2.0,,unforgettable summer an,1994,,['Drama'],,,624.0
unforgivable,0,,66.0,,77.0,unforgivable,2012,,['Drama'],,8497.0,
unforgiven,0,,,3.8,,unforgiven,1960,,"['Drama', 'Western']",,,4392.0
unforgiven,1,8.2,85.0,4.1,96.0,unforgiven,1992,,"['Drama', 'Western']",446.0,8161.0,965.0
unforgiven,2,,,0.5,,unforgiven,2013,,"['Action', 'Crime', 'Drama']",,,9086.0
unfriended,0,5.6,59.0,,62.0,unfriended,2014,,"['Horror', 'Mystery', 'Thriller']",3011.0,6997.0,
unfriended dark web,0,,53.0,,59.0,unfriended dark web,2018,,['Horror'],,6382.0,
unhinged,0,6.0,,,,unhinged,2020,,"['Action', 'Thriller']",1963.0,,
unhook the stars,0,,,,81.0,unhook the stars,1996,,"['Art House & International', 'Comedy', 'Drama']",,,
unhung hero,0,,,4.5,,unhung hero,2013,,['Documentary'],,,8264.0
unicorn city,0,,,5.0,,unicorn city,2012,,"['Comedy', 'Romance']",,,9169.0
unicorn store,0,,44.0,,64.0,unicorn store,2019,,"['Drama', 'Fantasy', 'Comedy']",,3105.0,
unintentional kidnapping of mrs elfriede ott,0,,,2.5,,unintentional kidnapping of mrs elfriede ott,2010,,['Comedy'],,,8101.0
uninvited,0,,,3.5,,uninvited,2009,,"['Drama', 'Horror', 'Mystery', 'Thriller']",,,6946.0
union,0,,,,64.0,union,2019,,"['Action & Adventure', 'Drama', 'Romance']",,,
union square,0,,,,53.0,union square,2004,,"['Documentary', 'Drama', 'Special Interest']",,,
union square,1,,55.0,,66.0,union square,2012,,['Drama'],,468.0,
union the business behind getting high,0,,,3.5,,union the business behind getting high,2007,,"['Comedy', 'Documentary']",,,7301.0
united 93,0,7.6,90.0,4.1,90.0,united 93,2006,,"['Action', 'Drama', 'History']",1705.0,4032.0,6185.0
united passions,0,,,,0.0,united passions,2015,,['Drama'],,,
united red army,0,,,,93.0,united red army,2011,,"['Art House & International', 'Drama']",,,
united states of leland,0,,,3.5,,united states of leland,2003,,"['Crime', 'Drama']",,,4913.0
united we fan,0,,,,100.0,united we fan,2018,,"['Art House & International', 'Documentary']",,,
universal soldier,0,6.1,35.0,2.2,33.0,universal soldier,1992,,"['Action', 'Sci-Fi']",447.0,954.0,2114.0
universal soldier day of reckoning,0,,58.0,4.0,57.0,universal soldier day of reckoning,2012,,"['Action', 'Sci-Fi', 'Thriller']",,8311.0,8091.0
universal soldier the return,0,,24.0,2.6,5.0,universal soldier the return,1999,,"['Action', 'Sci-Fi']",,2417.0,2113.0
unknown,0,,44.0,3.0,,unknown,2006,,"['Drama', 'Mystery', 'Thriller', 'Crime']",,834.0,6396.0
unknown,1,6.8,56.0,3.3,54.0,unknown,2011,,"['Action', 'Mystery', 'Thriller']",2346.0,5279.0,7512.0
unknown known,0,,,4.0,,unknown known,2013,,['Documentary'],,,8386.0
unknown white male,0,,65.0,3.5,,unknown white male,2005,,"['Biography', 'Documentary']",,1881.0,6148.0
unlawful entry,0,,,2.5,74.0,unlawful entry,1992,,"['Crime', 'Thriller']",,,3220.0
unleashed,0,7.0,58.0,3.4,66.0,unleashed,2005,,"['Action', 'Crime', 'Thriller']",1288.0,1528.0,5880.0
unleashed,1,,,,75.0,unleashed,2017,,"['Comedy', 'Romance']",,,
unlocked,0,,46.0,,26.0,unlocked,2017,,"['Action', 'Drama', 'Mystery', 'Thriller']",,3629.0,
unlovable,0,,,,81.0,unlovable,2018,,"['Comedy', 'Drama']",,,
unmade beds,0,,,,76.0,unmade beds,2009,,"['Comedy', 'Drama']",,,
unmistaken child,0,,,,81.0,unmistaken child,2009,,"['Art House & International', 'Documentary', 'Faith & Spirituality']",,,
unplanned,0,,10.0,,42.0,unplanned,2019,,"['Biography', 'Drama']",,509.0,
unprecedented the 2000 presidential election,0,,,3.5,,unprecedented the 2000 presidential election,2002,,['Documentary'],,,5281.0
unreasonable man an,0,,,4.0,,unreasonable man an,2006,,['Documentary'],,,6556.0
unrest,0,,80.0,,,unrest,2017,,"['Drama', 'History', 'Romance', 'Documentary']",,5788.0,
unsane,0,,63.0,,80.0,unsane,2018,,"['Thriller', 'Horror']",,8590.0,
unsinkable molly brown,0,,,3.8,,unsinkable molly brown,1964,,['Musical'],,,2952.0
unstoppable,0,6.8,69.0,3.4,87.0,unstoppable,2010,,"['Action', 'Thriller']",1712.0,8946.0,7442.0
unstrung heroes,0,,,3.2,74.0,unstrung heroes,1995,,"['Comedy', 'Drama']",,,174.0
untamed heart,0,,,3.4,54.0,untamed heart,1993,,"['Drama', 'Romance']",,,3036.0
unthinkable,0,7.0,,3.0,,unthinkable,2010,,"['Crime', 'Drama', 'Thriller']",1901.0,,7332.0
until the birds return,0,,,,78.0,until the birds return,2020,,"['Art House & International', 'Drama']",,,
until the end of world,0,,,2.7,,until the end of world,1991,,"['Adventure', 'Drama', 'Sci-Fi']",,,1004.0
until the light takes us,0,,,,46.0,until the light takes us,2009,,"['Documentary', 'Musical & Performing Arts', 'Special Interest']",,,
untitled spider man reboot,0,,,4.2,,untitled spider man reboot,2017,,"['Action', 'Adventure', 'Fantasy']",,,8682.0
untouchable,0,,,,86.0,untouchable,2019,,['Documentary'],,,
untouchables,0,,,3.9,,untouchables,1987,,"['Action', 'Crime', 'Drama']",,,1645.0
untraceable,0,6.2,32.0,3.0,16.0,untraceable,2008,,"['Crime', 'Mystery', 'Thriller']",1878.0,1722.0,6654.0
unvanquished,0,,,3.8,,unvanquished,1957,,['Drama'],,,4628.0
unzipped,0,,,3.0,80.0,unzipped,1995,,['Documentary'],,,175.0
up,0,8.3,88.0,4.0,98.0,up,2009,,"['Adventure', 'Animation', 'Comedy']",2012.0,8926.0,7023.0
up and down,0,,78.0,,,up and down,2005,,"['Drama', 'Comedy']",,3406.0,
up and down horem padem,0,,,,83.0,up and down horem padem,2004,,"['Art House & International', 'Comedy', 'Drama']",,,
up at the villa,0,,,3.5,,up at the villa,2000,,['Drama'],,,2672.0
up close and personal,0,,,3.5,,up close and personal,1996,,"['Drama', 'Romance']",,,116.0
up close personal,0,,,,31.0,up close personal,1996,,"['Drama', 'Romance']",,,
up for grabs,0,,,,92.0,up for grabs,2005,,"['Comedy', 'Documentary', 'Special Interest', 'Sports & Fitness']",,,
up in smoke,0,,,,47.0,up in smoke,1978,,"['Action & Adventure', 'Comedy']",,,
up in the air,0,7.4,83.0,3.7,91.0,up in the air,2009,,"['Comedy', 'Drama', 'Romance']",2154.0,5591.0,7155.0
up on the glass,0,,,,50.0,up on the glass,2020,,"['Drama', 'Mystery & Suspense']",,,
up the academy,0,,,,0.0,up the academy,1980,,['Comedy'],,,
up the down staircase,0,,,,80.0,up the down staircase,1967,,"['Classics', 'Drama']",,,
up the sandbox,0,,,,60.0,up the sandbox,1972,,"['Classics', 'Comedy', 'Drama', 'Science Fiction & Fantasy']",,,
up the yangtze,0,,84.0,,96.0,up the yangtze,2007,,['Documentary'],,6477.0,
upgrade,0,7.5,67.0,,88.0,upgrade,2018,,"['Action', 'Sci-Fi', 'Thriller']",3226.0,4944.0,
uprising,0,,,,100.0,uprising,2001,,['Drama'],,,
uprising,1,,73.0,,,uprising,2013,,"['Action', 'History', 'Documentary', 'News']",,252.0,
upside down,0,6.3,45.0,3.0,28.0,upside down,2012,,"['Drama', 'Fantasy', 'Romance']",2323.0,794.0,8078.0
upside down the creation records story,0,,,3.0,,upside down the creation records story,2010,,['Documentary'],,,7625.0
upside of anger,0,,,3.2,,upside of anger,2005,,"['Comedy', 'Drama', 'Romance']",,,5738.0
upstream color,0,,81.0,3.2,86.0,upstream color,2013,,"['Sci-Fi', 'Drama']",,4978.0,8067.0
uptown girls,0,,33.0,2.9,14.0,uptown girls,2003,,"['Drama', 'Comedy', 'Romance']",,672.0,4476.0
uptown saturday night,0,,,,67.0,uptown saturday night,1974,,"['Classics', 'Comedy']",,,
urban cowboy,0,,,2.3,73.0,urban cowboy,1980,,['Drama'],,,4024.0
urban hymn,0,,51.0,,58.0,urban hymn,2017,,"['Drama', 'Crime']",,882.0,
urban legend,0,5.6,35.0,2.4,21.0,urban legend,1998,,"['Horror', 'Mystery', 'Thriller']",866.0,589.0,1694.0
urban legends bloody mary,0,,,,40.0,urban legends bloody mary,2005,,['Horror'],,,
urban legends final cut,0,,16.0,1.5,9.0,urban legends final cut,2000,,"['Mystery', 'Thriller', 'Horror']",,4710.0,2910.0
urbanized,0,,,,100.0,urbanized,2011,,"['Documentary', 'Musical & Performing Arts', 'Special Interest']",,,
urge,0,,,,0.0,urge,2016,,['Mystery & Suspense'],,,
urok,0,,,,83.0,urok,2015,,"['Art House & International', 'Drama']",,,
us,0,6.8,81.0,,93.0,us,2019,,"['Horror', 'Mystery', 'Thriller']",3247.0,3483.0,
us and them,0,,,,60.0,us and them,2018,,"['Art House & International', 'Horror', 'Mystery & Suspense']",,,
us them,0,,,,100.0,us them,2018,,"['Drama', 'Romance']",,,
use me,0,,,,86.0,use me,2019,,['Drama'],,,
used cars,0,,68.0,,77.0,used cars,1980,,['Comedy'],,3981.0,
used people,0,,,3.5,44.0,used people,1992,,"['Comedy', 'Drama']",,,5141.0
useless humans,0,,,,40.0,useless humans,2020,,"['Action & Adventure', 'Comedy', 'Science Fiction & Fantasy']",,,
ushpizin,0,,70.0,,94.0,ushpizin,2005,,['Drama'],,7568.0,
uss indianapolis men of courage,0,,30.0,,17.0,uss indianapolis men of courage,2016,,"['Action', 'War']",,7566.0,
usual suspects,0,,,4.2,,usual suspects,1995,,"['Crime', 'Mystery', 'Thriller']",,,47.0
v for vendetta,0,8.2,62.0,3.9,73.0,v for vendetta,2005,,"['Action', 'Drama', 'Sci-Fi']",1583.0,4317.0,6135.0
v h s,0,5.8,55.0,2.8,57.0,v h s,2012,,"['Horror', 'Mystery', 'Thriller']",2732.0,4087.0,7970.0
v h s 2,0,,49.0,4.5,70.0,v h s 2,2013,,"['Thriller', 'Horror']",,2749.0,8190.0
v h s viral,0,,38.0,,34.0,v h s viral,2014,,"['Action', 'Thriller', 'Horror']",,7499.0,
v i warshawski,0,,,2.0,21.0,v i warshawski,1991,,"['Action', 'Comedy', 'Crime']",,,3866.0
va savoir,0,,79.0,,86.0,va savoir,2001,,"['Drama', 'Comedy', 'Romance', 'Crime']",,2626.0,
vacancy,0,6.2,54.0,3.8,55.0,vacancy,2007,,"['Horror', 'Thriller']",1637.0,1281.0,6449.0
vacation,0,6.1,34.0,3.4,27.0,vacation,2015,,"['Adventure', 'Comedy']",2431.0,1525.0,8932.0
vacationland,0,,,,0.0,vacationland,2006,,"['Art House & International', 'Drama']",,,
vacations in prostokvashino,0,,,5.0,,vacations in prostokvashino,1980,,['Animation'],,,9522.0
vagabond,0,,,5.0,,vagabond,1985,,['Drama'],,,2708.0
vajra sky over tibet,0,,61.0,,,vajra sky over tibet,2006,,['Documentary'],,114.0,
valentin,0,,52.0,,61.0,valentin,2004,,['Drama'],,6876.0,
valentine,0,,18.0,3.5,12.0,valentine,2001,,"['Thriller', 'Horror']",,514.0,3083.0
valentine road,0,,,,91.0,valentine road,2016,,"['Documentary', 'Special Interest']",,,
valentine s day,0,5.7,34.0,2.7,18.0,valentine s day,2010,,"['Comedy', 'Romance']",1833.0,3541.0,7240.0
valentino the last emperor,0,,,,77.0,valentino the last emperor,2009,,"['Documentary', 'Special Interest']",,,
valerian and the city of a thousand planets,0,6.4,51.0,2.9,48.0,valerian and the city of a thousand planets,2017,,"['Action', 'Adventure', 'Fantasy']",2773.0,4325.0,9540.0
valerie and her week of wonders,0,,,,81.0,valerie and her week of wonders,1970,,"['Art House & International', 'Drama', 'Horror', 'Science Fiction & Fantasy']",,,
valet,0,,,5.0,,valet,2006,,['Comedy'],,,6495.0
valhalla rising,0,,61.0,2.5,73.0,valhalla rising,2009,,"['Action', 'Adventure']",,8214.0,7299.0
valiant,0,,45.0,1.5,32.0,valiant,2005,,"['Adventure', 'Comedy', 'War', 'Animation', 'Family']",,6394.0,5961.0
valiant,1,,,,100.0,valiant,2019,,"['Documentary', 'Sports & Fitness']",,,
valkyrie,0,7.1,56.0,3.4,62.0,valkyrie,2008,,"['Drama', 'History', 'Thriller']",1947.0,6263.0,6914.0
valley girl,0,,,2.2,83.0,valley girl,1983,,"['Comedy', 'Romance']",,,4484.0
valley girl,1,,,,55.0,valley girl,2020,,"['Comedy', 'Musical & Performing Arts']",,,
valley of the dolls,0,,,,35.0,valley of the dolls,1967,,"['Classics', 'Drama']",,,
valmont,0,,55.0,4.0,55.0,valmont,1989,,"['Drama', 'Romance']",,2008.0,3997.0
vals im bashir,0,8.0,,,,vals im bashir,2008,,"['Animation', 'Biography', 'Documentary']",2139.0,,
vamp,0,,,,25.0,vamp,1986,,"['Comedy', 'Horror']",,,
vampira and me,0,,,,86.0,vampira and me,2013,,"['Documentary', 'Special Interest', 'Television']",,,
vampire academy,0,5.4,31.0,,16.0,vampire academy,2014,,"['Action', 'Comedy', 'Drama']",2557.0,1607.0,
vampire hunter d,0,,,2.5,,vampire hunter d,1985,,"['Animation', 'Fantasy', 'Horror']",,,5875.0
vampire hunter d,1,,62.0,,,vampire hunter d,2001,,"['Action', 'Adventure', 'Sci-Fi', 'Mystery', 'Thriller', 'Fantasy', 'Romance', 'Animation']",,3870.0,
vampire hunter d bloodlust,0,,,3.1,,vampire hunter d bloodlust,2000,,"['Animation', 'Fantasy', 'Horror', 'Sci-Fi']",,,3717.0
vampire in brooklyn,0,,27.0,2.8,12.0,vampire in brooklyn,1995,,"['Horror', 'Comedy', 'Romance']",,582.0,83.0
vampire in venice nosferatu a venezia,0,,,5.0,,vampire in venice nosferatu a venezia,1986,,['Horror'],,,1037.0
vampire s kiss,0,,31.0,,61.0,vampire s kiss,1989,,"['Fantasy', 'Horror', 'Comedy']",,562.0,
vampire s seduction,0,,,,40.0,vampire s seduction,2016,,['Horror'],,,
vampires,0,6.1,42.0,2.4,,vampires,1998,,"['Action', 'Horror', 'Thriller']",784.0,1945.0,1733.0
vampires los muertos,0,,,,20.0,vampires los muertos,2012,,"['Action & Adventure', 'Horror']",,,
vampires suck,0,3.4,18.0,,4.0,vampires suck,2010,,"['Comedy', 'Horror']",2546.0,4972.0,
vamps,0,,57.0,1.5,56.0,vamps,2012,,"['Horror', 'Comedy', 'Romance']",,8381.0,8018.0
vampyr der traum des allan grey,0,,,,97.0,vampyr der traum des allan grey,1932,,"['Art House & International', 'Horror', 'Science Fiction & Fantasy']",,,
vampyros lesbos,0,,,,57.0,vampyros lesbos,1970,,"['Art House & International', 'Cult Movies', 'Horror']",,,
van gogh,0,,,,70.0,van gogh,1992,,"['Art House & International', 'Drama']",,,
van helsing,0,6.1,35.0,2.7,24.0,van helsing,2004,,"['Action', 'Adventure', 'Fantasy']",1281.0,1804.0,4937.0
van wilder,0,,26.0,,,van wilder,2002,,"['Comedy', 'Romance']",,838.0,
van wilder 2 the rise of taj,0,,21.0,,,van wilder 2 the rise of taj,2006,,"['Comedy', 'Romance']",,2962.0,
van wilder the rise of taj,0,,,,7.0,van wilder the rise of taj,2006,,['Comedy'],,,
vanilla,0,,,,87.0,vanilla,2020,,"['Comedy', 'Romance']",,,
vanilla sky,0,6.9,45.0,3.4,42.0,vanilla sky,2001,,"['Fantasy', 'Mystery', 'Romance']",1078.0,1154.0,3620.0
vanishing,0,,,3.9,,vanishing,1988,,"['Drama', 'Thriller']",,,3349.0
vanishing,1,,,2.4,,vanishing,1993,,"['Mystery', 'Thriller']",,,3513.0
vanishing on 7th street,0,,50.0,,48.0,vanishing on 7th street,2011,,"['Mystery', 'Thriller', 'Horror']",,7890.0,
vanishing waves,0,,,,56.0,vanishing waves,2013,,"['Mystery & Suspense', 'Science Fiction & Fantasy', 'Romance']",,,
vanity fair,0,,53.0,3.5,49.0,vanity fair,2004,,"['Drama', 'Romance']",,7189.0,5310.0
vantage point,0,6.6,40.0,3.4,34.0,vantage point,2008,,"['Action', 'Crime', 'Drama']",1597.0,3532.0,6668.0
vanya on 42nd street,0,,,4.2,89.0,vanya on 42nd street,1994,,['Drama'],,,293.0
varsity blues,0,,50.0,3.3,43.0,varsity blues,1999,,"['Drama', 'Sport', 'Comedy', 'Romance']",,1955.0,1840.0
vatel,0,,44.0,4.2,31.0,vatel,2000,,"['Biography', 'Drama', 'Romance']",,2298.0,3089.0
vaxxed from cover up to catastrophe,0,,,,38.0,vaxxed from cover up to catastrophe,2016,,['Documentary'],,,
vazante,0,,,,85.0,vazante,2018,,"['Action & Adventure', 'Art House & International', 'Drama']",,,
veer,0,,,,40.0,veer,2010,,"['Art House & International', 'Classics', 'Drama']",,,
veer zaara,0,7.8,,,92.0,veer zaara,2004,,"['Drama', 'Family', 'Musical']",1539.0,,
vegas vacation,0,5.9,20.0,2.3,13.0,vegas vacation,1997,,['Comedy'],732.0,540.0,1121.0
vehicle 19,0,,29.0,,23.0,vehicle 19,2013,,['Thriller'],,3644.0,
velvet buzzsaw,0,,61.0,,62.0,velvet buzzsaw,2019,,"['Mystery', 'Thriller', 'Horror']",,7792.0,
velvet goldmine,0,,65.0,3.4,57.0,velvet goldmine,1998,,"['Drama', 'Music']",,3607.0,1742.0
vendetta,0,,,,17.0,vendetta,2016,,['Action & Adventure'],,,
vengeance,0,,,,91.0,vengeance,2010,,"['Action & Adventure', 'Art House & International', 'Mystery & Suspense']",,,
vengeance is mine,0,,,,100.0,vengeance is mine,1979,,"['Art House & International', 'Drama', 'Mystery & Suspense']",,,
vengeance valley,0,,,,100.0,vengeance valley,1951,,"['Action & Adventure', 'Classics', 'Western']",,,
venkovsky ucitel,0,,,,81.0,venkovsky ucitel,2008,,"['Art House & International', 'Drama']",,,
venom,0,,,2.0,43.0,venom,1981,,"['Horror', 'Thriller']",,,4219.0
venom,1,,25.0,,11.0,venom,2005,,"['Thriller', 'Horror']",,777.0,
venom,2,6.6,,,30.0,venom,2018,,"['Action', 'Adventure', 'Sci-Fi']",2245.0,,
venom let there be carnage,0,5.9,,,,venom let there be carnage,2021,,"['Action', 'Sci-Fi', 'Thriller']",3260.0,,
venus,0,,82.0,3.5,88.0,venus,2006,,"['Drama', 'Comedy', 'Romance']",,5062.0,6366.0
venus,1,,,,100.0,venus,2018,,['Drama'],,,
venus and serena,0,,65.0,,77.0,venus and serena,2013,,['Documentary'],,4525.0,
venus beaute,0,,64.0,,,venus beaute,2000,,"['Drama', 'Comedy', 'Romance']",,6526.0,
venus in fur,0,,69.0,4.5,88.0,venus in fur,2013,,['Drama'],,7137.0,8345.0
vera cruz,0,,,,83.0,vera cruz,1954,,"['Action & Adventure', 'Classics', 'Western']",,,
vera drake,0,,83.0,3.0,92.0,vera drake,2004,,"['Drama', 'Crime']",,7130.0,5357.0
verdict,0,,,4.4,,verdict,1982,,"['Drama', 'Mystery']",,,2314.0
verdict on auschwitz the frankfurt trial 1963 1965,0,,,,100.0,verdict on auschwitz the frankfurt trial 1963 1965,2007,,"['Art House & International', 'Documentary', 'Special Interest']",,,
vernon florida,0,,,,100.0,vernon florida,1981,,"['Documentary', 'Special Interest']",,,
veronica guerin,0,,55.0,3.0,53.0,veronica guerin,2003,,"['Biography', 'Drama', 'Thriller', 'Crime']",,4785.0,4614.0
veronica mars,0,6.7,62.0,1.8,79.0,veronica mars,2014,,"['Crime', 'Drama', 'Mystery']",2894.0,4074.0,8372.0
verotika,0,,,,24.0,verotika,2019,,['Horror'],,,
versus,0,,,3.8,,versus,2000,,"['Action', 'Comedy', 'Fantasy', 'Horror']",,,4977.0
vertical limit,0,5.9,48.0,2.6,48.0,vertical limit,2000,,"['Action', 'Adventure', 'Drama']",957.0,4432.0,2983.0
vertige,0,,,,60.0,vertige,2009,,"['Action & Adventure', 'Art House & International', 'Horror', 'Mystery & Suspense']",,,
vertigo,0,,,4.0,94.0,vertigo,1958,,"['Drama', 'Mystery', 'Romance', 'Thriller']",,,686.0
very bad things,0,,31.0,3.4,41.0,very bad things,1998,,"['Thriller', 'Comedy', 'Crime']",,3793.0,1788.0
very brady sequel a,0,,,3.2,,very brady sequel a,1996,,['Comedy'],,,640.0
very good girls,0,,35.0,,19.0,very good girls,2014,,['Drama'],,3198.0,
very harold kumar 3d christmas a,0,,,3.2,,very harold kumar 3d christmas a,2011,,['Comedy'],,,7652.0
very long engagement a,0,,,3.7,,very long engagement a,2004,,"['Drama', 'Mystery', 'Romance', 'War']",,,5671.0
very potter musical a,0,,,4.2,,very potter musical a,2009,,"['Comedy', 'Musical']",,,7809.0
very potter sequel a,0,,,5.0,,very potter sequel a,2010,,"['Comedy', 'Musical']",,,7810.0
very semi serious,0,,74.0,,,very semi serious,2015,,['Documentary'],,244.0,
very young girls,0,,,,70.0,very young girls,2007,,"['Documentary', 'Special Interest']",,,
veteran,0,,,,90.0,veteran,2015,,['Drama'],,,
vfw,0,,,,81.0,vfw,2020,,"['Action & Adventure', 'Horror']",,,
vhyes,0,,,,81.0,vhyes,2020,,['Comedy'],,,
vibes,0,,,2.0,,vibes,1988,,"['Adventure', 'Comedy', 'Romance']",,,2054.0
