title,release_year,genres,rating_imdb,rating_metacritic,rating_movielens,rating_rt_audience
Tomcats,2001,['Comedy'],,2.1,2.0,42.0
Tommy,1975,"['Drama', 'Musical']",,8.3,3.0,72.0
Tommy Boy,1995,"['Adventure', 'Comedy']",7.1,7.8,3.8,90.0
Tommy's Honour,2017,"['Biography', 'Drama', 'History', 'Sport', 'Romance']",,5.6,,68.0
Tomorrow Never Dies,1997,"['Action', 'Adventure', 'Thriller']",6.5,7.7,3.1,53.0
Tomorrowland,2015,"['Action', 'Adventure', 'Family']",6.4,6.5,2.5,49.0
Toni Erdmann,2016,"['Drama', 'Comedy']",,7.1,3.7,73.0
Tonight You're Mine,2012,"['Drama', 'Comedy', 'Music']",,4.1,,60.0
Tooth Fairy,2010,"['Fantasy', 'Comedy', 'Family']",,4.4,2.2,
Tootsie,1982,"['Comedy', 'Drama', 'Romance']",7.4,8.0,3.4,81.0
Top Five,2014,"['Comedy', 'Romance']",,6.8,3.0,64.0
Top Gun,1986,"['Action', 'Drama']",6.9,7.5,3.3,83.0
Top Hat,1935,"['Comedy', 'Musical', 'Romance']",,,4.1,91.0
Top Secret!,1984,"['Comedy', 'Crime', 'Music']",7.2,6.4,4.2,80.0
Topaz,1969,['Thriller'],,,3.0,36.0
Topsy-Turvy,1999,"['Biography', 'Drama', 'Comedy', 'Music']",,8.0,3.9,
Tora! Tora! Tora!,1970,"['Action', 'Drama', 'War']",,,3.9,81.0
Torn Curtain,1966,['Thriller'],,,3.5,53.0
Torque,2004,"['Action', 'Thriller', 'Crime']",,8.4,2.2,41.0
Tortilla Soup,2001,"['Comedy', 'Romance']",,,3.2,71.0
Total Eclipse,1995,"['Drama', 'Romance']",,,3.0,61.0
Total Recall,1990,"['Action', 'Adventure', 'Sci-Fi']",7.5,8.8,3.7,78.0
Total Recall,2012,"['Action', 'Adventure', 'Sci-Fi']",6.2,5.8,3.2,47.0
Touch,1997,"['Drama', 'Fantasy', 'Romance']",,,4.0,34.0
Touch of Evil,1958,"['Crime', 'Film-Noir', 'Thriller']",,,4.3,92.0
Touched With Fire,2016,"['Drama', 'Romance']",,4.8,,89.0
Touching the Void,2003,"['Adventure', 'Drama', 'Sport', 'Documentary']",,8.7,4.0,92.0
Touchy Feely,2013,['Drama'],,5.4,,22.0
Tough Guys,1986,['Comedy'],,,3.0,55.0
Towelhead,2007,['Drama'],,6.5,,58.0
Tower,2016,"['History', 'Crime', 'Animation', 'Documentary']",,7.9,,89.0
Tower Heist,2011,"['Action', 'Comedy', 'Crime']",6.2,6.8,3.5,48.0
Town & Country,2000,['Comedy'],,,2.5,14.0
Toy Soldiers,1991,"['Action', 'Drama']",,,2.5,66.0
Toy Story,1995,"['Adventure', 'Animation', 'Comedy']",8.3,9.0,3.9,92.0
Toy Story 2,1999,"['Adventure', 'Animation', 'Comedy']",7.9,8.8,3.9,86.0
Toy Story 3,2010,"['Adventure', 'Animation', 'Comedy']",8.3,8.9,4.1,89.0
Toy Story 4,2019,"['Adventure', 'Animation', 'Comedy']",7.7,8.1,,94.0
Toys,1992,"['Comedy', 'Fantasy']",,,2.4,39.0
Tracers,2015,"['Action', 'Drama', 'Thriller', 'Crime']",,7.2,1.0,37.0
Trade,2007,"['Drama', 'Thriller', 'Crime']",,5.7,,74.0
Trading Places,1983,['Comedy'],7.5,8.5,3.7,84.0
Traffic,2000,"['Crime', 'Drama', 'Thriller']",7.6,8.8,3.9,85.0
Traffik,2018,['Thriller'],,4.3,,46.0
Trail of the Pink Panther,1982,"['Comedy', 'Crime']",,,3.0,33.0
Train of Life,1998,"['Drama', 'Comedy', 'Romance', 'War']",,8.1,4.5,
Train to Busan,2016,"['Action', 'Thriller', 'Horror']",,7.9,3.5,88.0
Training Day,2001,"['Crime', 'Drama', 'Thriller']",7.7,8.9,3.8,89.0
Trainspotting,1996,"['Drama', 'Crime']",,8.7,4.0,93.0
Trainwreck,2015,"['Comedy', 'Drama', 'Romance']",6.2,5.6,3.2,66.0
Traitor,2008,"['Action', 'Crime', 'Drama']",6.9,8.6,3.4,64.0
Trance,2013,"['Crime', 'Drama', 'Mystery']",6.9,8.8,3.8,62.0
Transamerica,2005,"['Adventure', 'Drama', 'Comedy']",,7.8,3.5,83.0
Transcendence,2014,"['Action', 'Drama', 'Sci-Fi']",6.2,6.0,2.3,37.0
Transformers,2007,"['Action', 'Adventure', 'Sci-Fi']",7.0,6.9,3.3,85.0
Transformers: Age of Extinction,2014,"['Action', 'Adventure', 'Sci-Fi']",5.6,4.4,1.9,50.0
Transformers: Dark of the Moon,2011,"['Action', 'Adventure', 'Sci-Fi']",6.2,5.7,2.4,55.0
Transformers: Revenge of the Fallen,2009,"['Action', 'Adventure', 'Sci-Fi']",6.0,5.3,2.4,57.0
Transformers: The Last Knight,2017,"['Action', 'Adventure', 'Sci-Fi']",5.2,4.0,,43.0
Transit,2019,['Drama'],,6.3,,63.0
Transporter 2,2005,"['Action', 'Crime', 'Thriller']",6.3,3.2,3.2,58.0
Transporter 3,2008,"['Action', 'Adventure', 'Thriller']",6.1,5.8,2.7,49.0
Transsiberian,2008,"['Crime', 'Drama', 'Mystery']",6.6,6.8,2.5,65.0
Trapped,2002,"['Drama', 'Thriller', 'Crime']",,8.5,2.0,48.0
Trapped in Paradise,1994,"['Comedy', 'Crime']",,,2.5,41.0
Trash,2015,"['Adventure', 'Drama', 'Mystery', 'Thriller', 'Comedy', 'Crime']",,6.6,,70.0
Trash Humpers,2009,['Horror'],,6.9,0.5,44.0
Travelers and Magicians,2005,"['Adventure', 'Drama']",,7.6,,83.0
Treasure Island,1950,"['Adventure', 'Children']",,,3.2,67.0
Treasure Planet,2002,"['Adventure', 'Animation', 'Family']",7.2,8.3,3.6,72.0
Trees Lounge,1996,"['Drama', 'Comedy']",,7.6,4.0,79.0
Tremors,1990,"['Comedy', 'Horror']",7.1,7.7,3.4,75.0
Tremors 3: Back to Perfection,2001,"['Comedy', 'Horror', 'Sci-Fi']",,,3.0,34.0
Trespass,2011,"['Drama', 'Thriller', 'Crime']",,6.2,,22.0
Trespass Against Us,2017,"['Action', 'Drama', 'Thriller', 'Crime']",,4.9,,25.0
Triad Election,2007,"['Drama', 'Thriller', 'Crime']",,6.8,,81.0
Trial by Fire,2019,"['Biography', 'Drama']",,5.1,,77.0
Triangle,2009,"['Fantasy', 'Mystery', 'Sci-Fi']",6.9,,4.0,66.0
Trick 'r Treat,2007,"['Comedy', 'Horror']",6.8,,2.5,71.0
Triple 9,2016,"['Action', 'Crime', 'Thriller']",6.3,6.3,,41.0
Triple Frontier,2019,"['Action', 'Thriller']",6.5,6.8,,55.0
Trishna,2012,['Drama'],,6.7,,52.0
Tristan & Isolde,2006,"['Drama', 'Romance']",,,3.6,71.0
Tristram Shandy: A Cock and Bull Story,2005,['Comedy'],,6.0,3.3,
Triumph of the Spirit,1989,['Drama'],,,3.0,52.0
Troll 2,1990,"['Fantasy', 'Horror']",,,3.5,44.0
Trollhunter,2011,"['Action', 'Adventure', 'Drama', 'Thriller', 'Horror']",,7.2,,72.0
Trolls,2016,"['Adventure', 'Animation', 'Comedy']",6.4,6.8,,67.0
Tron,1982,"['Action', 'Adventure', 'Sci-Fi']",6.7,7.1,3.3,69.0
TRON: Legacy,2010,"['Action', 'Adventure', 'Sci-Fi']",6.8,7.1,3.2,63.0
Troop Beverly Hills,1989,['Comedy'],,,1.9,62.0
Tropic Thunder,2008,"['Action', 'Comedy', 'War']",7.1,7.3,3.5,70.0
Trouble Every Day,2001,"['Drama', 'Thriller', 'Horror']",,6.7,,55.0
Trouble the Water,2008,['Documentary'],,7.9,,86.0
Trouble with the Curve,2012,"['Drama', 'Sport']",6.8,6.6,,66.0
Troy,2004,['Drama'],7.3,8.7,3.4,73.0
Trucker,2009,['Drama'],,7.5,,58.0
True Crime,1995,"['Mystery', 'Thriller']",,,4.0,43.0
True Crime,1999,"['Drama', 'Mystery', 'Thriller', 'Crime']",,7.1,2.8,49.0
True Grit,1969,"['Adventure', 'Drama', 'Western']",,,4.0,84.0
True Grit,2010,"['Drama', 'Western']",7.6,7.8,3.8,85.0
True Legend,2011,"['Action', 'Drama', 'History']",,1.6,,55.0
True Lies,1994,"['Action', 'Comedy', 'Thriller']",7.3,8.7,3.5,
True Romance,1993,"['Crime', 'Drama', 'Romance']",7.9,8.8,3.8,93.0
True Stories,1986,"['Comedy', 'Musical']",,,5.0,83.0
True Story,2015,"['Drama', 'Mystery', 'Thriller']",,6.0,3.2,38.0
Trumbo,2007,"['Biography', 'Documentary']",,6.0,,78.0
Trumbo,2015,"['Biography', 'Drama']",7.4,7.4,4.0,79.0
Trust,2011,['Drama'],,7.4,,65.0
Trust the Man,2006,"['Drama', 'Comedy', 'Romance']",,6.3,,35.0
Truth,2015,"['Biography', 'Drama']",,7.0,3.0,62.0
Tsotsi,2005,"['Drama', 'Crime']",,7.8,3.2,86.0
Tu Dors Nicole,2015,"['Drama', 'Comedy']",,6.5,,66.0
Tuck Everlasting,2002,"['Drama', 'Fantasy', 'Romance', 'Family']",,8.7,3.2,70.0
Tucker & Dale vs Evil,2010,"['Horror', 'Comedy']",,8.0,3.9,
Tucker: The Man and His Dream,1988,['Drama'],,,3.0,67.0
"Tuesday, After Christmas",2011,"['Drama', 'Romance']",,6.0,,68.0
Tulip Fever,2017,"['Drama', 'Romance']",,4.4,,43.0
Tully,2002,['Drama'],,8.3,,76.0
Tully,2018,"['Comedy', 'Drama', 'Mystery']",6.9,7.4,,75.0
Tumbledown,2016,"['Comedy', 'Romance', 'Music']",,6.5,,61.0
Tupac: Resurrection,2003,"['Biography', 'Music', 'Documentary']",,8.3,4.0,
Turbo,2013,"['Adventure', 'Animation', 'Comedy']",6.4,6.2,2.5,65.0
Turbo: A Power Rangers Movie,1997,"['Action', 'Adventure', 'Children']",,,2.0,41.0
Turbulence,1997,"['Action', 'Thriller']",,,1.0,19.0
Turistas,2006,"['Adventure', 'Drama', 'Mystery', 'Thriller', 'Horror']",,8.6,,28.0
Turn the River,2008,['Drama'],,5.6,,45.0
Turner & Hooch,1989,"['Comedy', 'Crime', 'Drama']",6.2,6.8,3.0,
Turtles Can Fly,2004,"['Drama', 'War']",,8.7,4.0,
Tusk,2014,"['Comedy', 'Horror']",5.3,5.7,3.5,36.0
Twelve,2010,"['Drama', 'Thriller']",,6.0,,32.0
Twelve and Holding,2006,['Drama'],,8.3,,79.0
Twelve Monkeys,1995,"['Sci-Fi', 'Mystery', 'Thriller']",,8.8,4.0,88.0
Twelve O'Clock High,1949,"['Drama', 'War']",,,4.5,87.0
Twelve Thirty,2011,['Drama'],,5.0,,17.0
Twentynine Palms,2004,"['Drama', 'Horror']",,6.0,,40.0
Twice Born,2013,"['Drama', 'Romance', 'War']",,7.7,,68.0
Twilight,1998,"['Crime', 'Drama', 'Thriller']",,,2.3,30.0
Twilight,2008,"['Drama', 'Fantasy', 'Romance']",5.3,4.9,2.4,73.0
Twilight Zone: The Movie,1983,"['Sci-Fi', 'Thriller', 'Fantasy', 'Horror']",,7.2,3.0,55.0
Twin Peaks: Fire Walk with Me,1992,"['Drama', 'Horror', 'Mystery']",7.3,7.9,3.4,78.0
Twins,1988,"['Comedy', 'Crime']",6.1,8.8,2.5,39.0
Twinsters,2015,"['Biography', 'Family', 'Documentary']",,7.8,4.0,
Twisted,2004,"['Drama', 'Mystery', 'Thriller', 'Crime']",,1.9,2.8,31.0
Twister,1996,"['Action', 'Adventure', 'Thriller']",6.5,7.3,3.3,58.0
Two Brothers,2004,"['Adventure', 'Drama', 'Family']",,8.6,3.5,75.0
Two Can Play That Game,2001,"['Comedy', 'Romance']",,7.7,4.0,83.0
"Two Days, One Night",2014,['Drama'],,8.5,3.5,76.0
Two Family House,2000,['Drama'],,7.9,5.0,81.0
Two for the Money,2005,"['Drama', 'Sport', 'Thriller']",,2.2,3.5,48.0
Two Girls and a Guy,1997,"['Drama', 'Comedy']",,7.4,2.0,41.0
Two if by Sea,1995,"['Comedy', 'Romance']",,,2.2,23.0
Two Lovers,2008,"['Drama', 'Romance']",,8.6,,59.0
Two Moon Junction,1988,"['Drama', 'Romance']",,3.8,2.0,
Two Mules for Sister Sara,1970,"['Comedy', 'War', 'Western']",,,3.0,73.0
Two Night Stand,2014,"['Comedy', 'Romance']",,6.4,2.8,45.0
Two Weeks,2006,"['Drama', 'Comedy']",,7.3,,66.0
Two Weeks Notice,2002,"['Comedy', 'Romance']",6.1,8.0,3.3,59.0
"Two Women (Ciociara, La)",1960,"['Drama', 'War']",,,4.0,91.0
Tying the Knot,2004,['Documentary'],,6.5,,74.0
Tyler Perry's A Madea Christmas,2013,"['Drama', 'Comedy']",,4.0,,70.0
Tyler Perry's A Madea Family Funeral,2019,['Comedy'],,4.0,,30.0
Tyler Perry's Acrimony,2018,"['Drama', 'Thriller', 'Comedy']",,3.5,,51.0
Tyler Perry's Boo 2! A Madea Halloween,2017,"['Horror', 'Comedy']",,2.3,,40.0
Tyrannosaur,2011,['Drama'],,7.5,3.5,85.0
Tyrel,2018,"['Drama', 'Comedy']",,2.3,,32.0
Tyson,2009,"['Sport', 'Documentary']",,8.2,,79.0
U-571,2000,"['Action', 'War']",6.6,6.7,3.4,62.0
U.S. Marshals,1997,"['Action', 'Crime', 'Thriller']",6.5,6.9,3.0,53.0
U Turn,1997,"['Crime', 'Drama', 'Thriller']",6.7,8.5,3.4,62.0
U2: Rattle and Hum,1988,"['Documentary', 'Musical']",,,3.2,86.0
Ugetsu (Ugetsu monogatari),1953,"['Drama', 'Thriller']",,,2.5,94.0
UglyDolls,2019,"['Adventure', 'Fantasy', 'Comedy', 'Animation', 'Family', 'Musical']",,4.3,,54.0
UHF,1989,['Comedy'],,8.0,3.4,77.0
Ulee's Gold,1997,['Drama'],,,4.0,75.0
Ultraviolet,2006,"['Action', 'Sci-Fi']",4.3,2.9,1.9,30.0
Una,2017,"['Drama', 'Romance']",,4.5,,49.0
Una Noche,2013,['Drama'],,5.8,,70.0
Unaccompanied Minors,2006,"['Adventure', 'Comedy', 'Family']",,5.5,,53.0
Unbreakable,2000,"['Drama', 'Mystery', 'Sci-Fi']",7.3,8.4,3.5,77.0
Unbroken,2014,"['Action', 'Biography', 'Drama']",7.2,6.5,2.5,70.0
Unbroken: Path to Redemption,2018,"['Biography', 'Drama']",,4.4,,76.0
Uncertainty,2009,['Drama'],,6.6,,33.0
Uncle Boonmee Who Can Recall His Past Lives,2011,"['Fantasy', 'Comedy']",,7.2,,61.0
Uncle Buck,1989,['Comedy'],7.1,7.9,2.9,76.0
Uncle Drew,2018,"['Sport', 'Comedy']",,6.2,,47.0
Uncle Nino,2003,['Comedy'],,,0.5,69.0
Uncommon Valor,1983,"['Action', 'War']",,,3.0,62.0
Unconscious,2006,"['Mystery', 'Comedy', 'Romance']",,8.3,,87.0
Uncut Gems,2019,"['Crime', 'Drama', 'Thriller']",7.4,,,52.0
Undead,2005,"['Action', 'Sci-Fi', 'Horror', 'Comedy']",,5.8,,44.0
Undefeated,2012,['Documentary'],,7.4,,89.0
Under Our Skin,2008,['Documentary'],,7.2,,88.0
Under Siege,1992,"['Action', 'Thriller']",6.5,7.1,2.9,62.0
Under Siege 2: Dark Territory,1995,['Action'],,,2.7,38.0
Under Suspicion,2000,"['Drama', 'Thriller', 'Crime']",,3.6,2.5,49.0
Under the Same Moon (La misma luna),2008,['Drama'],,7.9,,82.0
Under the Sand,2000,"['Drama', 'Mystery']",,7.5,4.5,
Under the Sea 3D,2009,['Documentary'],,6.2,,75.0
Under the Shadow,2016,"['Thriller', 'Horror']",,7.7,,73.0
Under the Silver Lake,2019,"['Drama', 'Mystery', 'Thriller', 'Comedy', 'Crime']",,6.3,,55.0
Under the Skin,2013,"['Drama', 'Horror', 'Mystery']",6.3,6.8,2.8,55.0
Under the Sun,2016,['Documentary'],,6.4,,69.0
Under the Tuscan Sun,2003,"['Comedy', 'Drama', 'Romance']",6.7,7.7,3.3,78.0
Underclassman,2005,"['Action', 'Drama', 'Thriller', 'Comedy', 'Crime']",,2.1,,35.0
Undercover Brother,2002,"['Action', 'Comedy']",,8.4,1.8,64.0
Underdog,2007,"['Action', 'Adventure', 'Sci-Fi', 'Comedy', 'Family']",,5.9,,42.0
Underground,1995,"['Comedy', 'Drama', 'Fantasy']",8.1,,4.3,96.0
Undertaking Betty (Plots with a View),2002,"['Comedy', 'Romance']",,,2.5,66.0
Undertow,2004,"['Drama', 'Thriller']",,6.1,3.0,62.0
Underwater,2020,"['Action', 'Horror', 'Sci-Fi']",5.9,,,60.0
Underworld,2003,"['Action', 'Fantasy', 'Thriller']",7.0,8.8,3.5,79.0
Underworld: Awakening,2012,"['Action', 'Fantasy', 'Horror']",6.3,6.3,3.8,62.0
Underworld: Blood Wars,2016,"['Action', 'Adventure', 'Fantasy']",5.7,5.4,3.0,49.0
Underworld: Evolution,2006,"['Action', 'Fantasy', 'Thriller']",6.7,8.7,3.1,72.0
Underworld: Rise of the Lycans,2009,"['Action', 'Fantasy', 'Thriller']",6.5,7.1,3.6,
Undiscovered,2005,"['Comedy', 'Romance', 'Music']",,4.5,,48.0
Undisputed,2002,['Drama'],,,2.8,47.0
Unexpected,2015,"['Drama', 'Comedy']",,6.0,,44.0
Unfaithful,2002,"['Drama', 'Romance', 'Thriller']",6.7,7.9,3.5,68.0
Unfaithfully Yours,1948,['Comedy'],,,5.0,87.0
Unfinished Business,2015,['Comedy'],,4.2,2.2,26.0
Unfinished Song,2013,"['Drama', 'Comedy', 'Romance', 'Music']",,6.6,,68.0
Unforgettable,1996,"['Mystery', 'Sci-Fi', 'Thriller']",,,3.0,28.0
Unforgettable,2017,"['Drama', 'Thriller']",,3.8,,33.0
Unforgivable,2012,['Drama'],,6.8,,35.0
Unforgiven,1992,"['Drama', 'Western']",8.2,8.3,4.1,93.0
Unfriended,2014,"['Horror', 'Mystery', 'Thriller']",5.6,5.4,,36.0
Unfriended: Dark Web,2018,['Horror'],,4.6,,38.0
Unicorn Store,2019,"['Drama', 'Fantasy', 'Comedy']",,2.6,,41.0
Union Square,2012,['Drama'],,5.5,,35.0
United 93,2006,"['Action', 'Drama', 'History']",7.6,7.6,4.1,83.0
Universal Soldier,1992,"['Action', 'Sci-Fi']",6.1,7.3,2.2,46.0
Universal Soldier: Day of Reckoning,2012,"['Action', 'Sci-Fi', 'Thriller']",,5.6,4.0,34.0
Universal Soldier: The Return,1999,"['Action', 'Sci-Fi']",,4.6,2.6,24.0
Unknown,2006,"['Drama', 'Mystery', 'Thriller', 'Crime']",,8.5,3.0,
Unknown,2011,"['Action', 'Mystery', 'Thriller']",6.8,6.6,3.3,55.0
Unknown White Male,2005,"['Biography', 'Documentary']",,3.9,3.5,
Unlawful Entry,1992,"['Crime', 'Thriller']",,,2.5,48.0
Unleashed,2005,"['Action', 'Crime', 'Thriller']",7.0,8.7,3.4,75.0
Unlocked,2017,"['Action', 'Drama', 'Mystery', 'Thriller']",,6.2,,42.0
Unplanned,2019,"['Biography', 'Drama']",,9.3,,92.0
Unsane,2018,"['Thriller', 'Horror']",,6.2,,58.0
Unstoppable,2010,"['Action', 'Thriller']",6.8,6.9,3.4,72.0
Unstrung Heroes,1995,"['Comedy', 'Drama']",,,3.2,61.0
Untamed Heart,1993,"['Drama', 'Romance']",,,3.4,77.0
Unthinkable,2010,"['Crime', 'Drama', 'Thriller']",7.0,,3.0,
Untraceable,2008,"['Crime', 'Mystery', 'Thriller']",6.2,5.9,3.0,52.0
Unzipped,1995,['Documentary'],,,3.0,78.0
Up,2009,"['Adventure', 'Animation', 'Comedy']",8.3,8.8,4.0,90.0
Up in the Air,2009,"['Comedy', 'Drama', 'Romance']",7.4,7.4,3.7,79.0
Up the Yangtze,2007,['Documentary'],,7.7,,83.0
Upgrade,2018,"['Action', 'Sci-Fi', 'Thriller']",7.5,7.8,,87.0
Upside Down,2012,"['Drama', 'Fantasy', 'Romance']",6.3,8.7,3.0,42.0
Upstream Color,2013,"['Sci-Fi', 'Drama']",,7.0,3.2,69.0
Uptown Girls,2003,"['Drama', 'Comedy', 'Romance']",,8.0,2.9,60.0
Urban Cowboy,1980,['Drama'],,,2.3,81.0
Urban Hymn,2017,"['Drama', 'Crime']",,9.1,,78.0
Urban Legend,1998,"['Horror', 'Mystery', 'Thriller']",5.6,8.7,2.4,37.0
Urban Legends: Final Cut,2000,"['Mystery', 'Thriller', 'Horror']",,2.8,1.5,20.0
Us,2019,"['Horror', 'Mystery', 'Thriller']",6.8,6.5,,59.0
Used Cars,1980,['Comedy'],,8.3,,69.0
Used People,1992,"['Comedy', 'Drama']",,,3.5,37.0
Ushpizin,2005,['Drama'],,7.4,,87.0
USS Indianapolis: Men of Courage,2016,"['Action', 'War']",,3.4,,30.0
V for Vendetta,2005,"['Action', 'Drama', 'Sci-Fi']",8.2,7.5,3.9,90.0
V/H/S,2012,"['Horror', 'Mystery', 'Thriller']",5.8,6.9,2.8,41.0
V/H/S/2,2013,"['Thriller', 'Horror']",,6.9,4.5,51.0
V/H/S: Viral,2014,"['Action', 'Thriller', 'Horror']",,3.4,,13.0
V. I. Warshawski,1991,"['Action', 'Comedy', 'Crime']",,,2.0,23.0
Va Savoir (Who Knows?),2001,"['Drama', 'Comedy', 'Romance', 'Crime']",,5.8,,68.0
Vacancy,2007,"['Horror', 'Thriller']",6.2,8.6,3.8,42.0
Vacation,2015,"['Adventure', 'Comedy']",6.1,6.3,3.4,45.0
Valentin,2004,['Drama'],,5.8,,93.0
Valentine,2001,"['Thriller', 'Horror']",,8.8,3.5,33.0
Valentine's Day,2010,"['Comedy', 'Romance']",5.7,5.0,2.7,47.0
Valerian and the City of a Thousand Planets,2017,"['Action', 'Adventure', 'Fantasy']",6.4,6.4,2.9,53.0
Valhalla Rising,2009,"['Action', 'Adventure']",,5.9,2.5,49.0
Valiant,2005,"['Adventure', 'Comedy', 'War', 'Animation', 'Family']",,5.2,1.5,29.0
Valkyrie,2008,"['Drama', 'History', 'Thriller']",7.1,6.3,3.4,65.0
Valley Girl,1983,"['Comedy', 'Romance']",,,2.2,72.0
Valmont,1989,"['Drama', 'Romance']",,8.0,4.0,69.0
Vampire Academy,2014,"['Action', 'Comedy', 'Drama']",5.4,5.9,,55.0
Vampire in Brooklyn,1995,"['Horror', 'Comedy', 'Romance']",,8.0,2.8,31.0
Vampire's Kiss,1989,"['Fantasy', 'Horror', 'Comedy']",,8.7,,53.0
Vampires,1998,"['Action', 'Horror', 'Thriller']",6.1,1.7,2.4,
Vampires Suck,2010,"['Comedy', 'Horror']",3.4,2.9,,29.0
Vamps,2012,"['Horror', 'Comedy', 'Romance']",,5.9,1.5,33.0
Van Helsing,2004,"['Action', 'Adventure', 'Fantasy']",6.1,6.1,2.7,57.0
Vanilla Sky,2001,"['Fantasy', 'Mystery', 'Romance']",6.9,7.9,3.4,72.0
Vanishing on 7th Street,2011,"['Mystery', 'Thriller', 'Horror']",,4.7,,21.0
Vanity Fair,2004,"['Drama', 'Romance']",,5.8,3.5,50.0
Vantage Point,2008,"['Action', 'Crime', 'Drama']",6.6,5.6,3.4,57.0
Vanya on 42nd Street,1994,['Drama'],,,4.2,80.0
Varsity Blues,1999,"['Drama', 'Sport', 'Comedy', 'Romance']",,7.5,3.3,76.0
Vatel,2000,"['Biography', 'Drama', 'Romance']",,6.7,4.2,61.0
Veer-Zaara,2004,"['Drama', 'Family', 'Musical']",7.8,,,88.0
Vegas Vacation,1997,['Comedy'],5.9,7.9,2.3,51.0
Vehicle 19,2013,['Thriller'],,4.5,,31.0
Velvet Buzzsaw,2019,"['Mystery', 'Thriller', 'Horror']",,5.8,,35.0
Velvet Goldmine,1998,"['Drama', 'Music']",,8.1,3.4,80.0
Venom,1981,"['Horror', 'Thriller']",,,2.0,31.0
Venom,2005,"['Thriller', 'Horror']",,6.8,,21.0
Venom,2018,"['Action', 'Adventure', 'Sci-Fi']",6.6,,,81.0
Venus,2006,"['Drama', 'Comedy', 'Romance']",,7.1,3.5,74.0
Venus and Serena,2013,['Documentary'],,5.2,,69.0
Venus in Fur,2013,['Drama'],,7.4,4.5,71.0
Vera Drake,2004,"['Drama', 'Crime']",,7.8,3.0,84.0
Veronica Guerin,2003,"['Biography', 'Drama', 'Thriller', 'Crime']",,6.7,3.0,69.0
Veronica Mars,2014,"['Crime', 'Drama', 'Mystery']",6.7,7.6,1.8,78.0
Vertical Limit,2000,"['Action', 'Adventure', 'Drama']",5.9,6.1,2.6,41.0
Vertigo,1958,"['Drama', 'Mystery', 'Romance', 'Thriller']",,,4.0,93.0
Very Bad Things,1998,"['Thriller', 'Comedy', 'Crime']",,1.6,3.4,58.0
Very Good Girls,2014,['Drama'],,5.3,,33.0
Vice,2015,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",,1.7,1.0,15.0
Vice,2018,"['Biography', 'Comedy', 'Drama']",7.2,6.5,,60.0
Viceroy's House,2017,"['Biography', 'Drama', 'History']",,5.0,,66.0
Vicky Cristina Barcelona,2008,"['Comedy', 'Drama', 'Romance']",7.1,7.0,3.1,74.0
Victor Frankenstein,2015,"['Drama', 'Horror', 'Sci-Fi']",5.9,5.2,3.2,35.0
Victor/Victoria,1982,"['Comedy', 'Musical', 'Romance']",,,3.5,86.0
Victoria,2015,"['Drama', 'Thriller', 'Crime']",,7.7,3.9,83.0
Victory (a.k.a. Escape to Victory),1981,"['Action', 'Drama', 'War']",,,4.8,71.0
Video Games: The Movie,2014,"['Action', 'Sci-Fi', 'History', 'Animation', 'Documentary']",,6.2,,36.0
Videodrome,1983,"['Horror', 'Sci-Fi', 'Thriller']",7.2,,3.7,80.0
View from the Top,2003,"['Comedy', 'Romance']",,1.2,2.4,34.0
Vigilante Diaries,2016,['Action'],,,1.0,69.0
Village of the Damned,1995,"['Sci-Fi', 'Thriller', 'Horror']",,6.3,2.8,27.0
Villain,1971,"['Crime', 'Drama', 'Thriller']",,,5.0,45.0
Vincent Wants to Sea,2010,['Drama'],,3.9,3.0,
Vincere,2010,"['Biography', 'Drama', 'History']",,7.0,,68.0
Violet & Daisy,2013,"['Action', 'Drama', 'Thriller', 'Comedy', 'Crime']",,6.8,,34.0
Violette,2014,"['Biography', 'Drama']",,7.2,,69.0
Viridiana,1961,"['Comedy', 'Drama']",,,4.0,90.0
Virtuosity,1995,"['Action', 'Sci-Fi', 'Thriller']",,1.4,2.8,32.0
Virus,1999,"['Action', 'Sci-Fi', 'Thriller', 'Horror']",,2.8,2.7,21.0
Visitors,2014,['Documentary'],,6.2,,50.0
Vita & Virginia,2019,"['Biography', 'Drama', 'Romance']",,4.5,,61.0
Vitus,2007,"['Drama', 'Music']",,8.3,,80.0
Vivarium,2019,"['Horror', 'Mystery', 'Sci-Fi']",5.9,,,38.0
Voice from the Stone,2017,"['Drama', 'Mystery', 'Thriller']",,5.7,,33.0
Volcano,1997,"['Action', 'Drama', 'Sci-Fi']",5.5,5.9,2.1,31.0
Volunteers,1985,['Comedy'],,,2.8,33.0
Volver,2006,"['Drama', 'Mystery', 'Comedy', 'Crime']",,8.5,3.8,89.0
Von Ryan's Express,1965,"['Action', 'Adventure', 'Drama', 'War']",,,3.8,82.0
Vox Lux,2018,"['Drama', 'Music', 'Musical']",,6.2,,37.0
Voyage to the Bottom of the Sea,1961,"['Adventure', 'Sci-Fi']",,,3.0,40.0
Voyeur,2017,['Documentary'],,6.8,,60.0
W.,2008,"['Biography', 'Drama']",,5.1,2.5,42.0
W.E.,2011,"['Drama', 'Romance']",,6.5,,48.0
Waco: The Rules of Engagement,1997,['Documentary'],,,3.5,86.0
Wadjda,2012,['Drama'],,7.1,2.5,88.0
Wag the Dog,1997,"['Comedy', 'Drama']",7.1,7.4,3.3,76.0
Wagons East,1994,"['Comedy', 'Western']",,,2.0,30.0
