norm_title,year_cluster,rating_imdb,rating_metacritic,rating_movielens,rating_rt_audience,title,release_year,genres_any
the freshman,1,,,,79.0,The Freshman (College Days),1925,"['Classics', 'Comedy']"
the freshman,2,,7.8,,61.0,The Freshman,1990,"['Comedy', 'Crime']"
the friends of eddie coyle,1,,,,88.0,The Friends of Eddie Coyle,1973,"['Classics', 'Drama', 'Horror', 'Mystery & Suspense']"
the frighteners,1,7.1,,,71.0,The Frighteners,1996,"['Comedy', 'Fantasy', 'Horror']"
the frisco kid,1,,,,66.0,The Frisco Kid,1979,"['Comedy', 'Western']"
the front,1,,,,74.0,The Front,1976,"['Comedy', 'Drama']"
the front line,1,,5.1,,78.0,The Front Line,2012,"['Drama', 'War']"
the front runner,1,,6.0,,39.0,The Front Runner,2018,"['Biography', 'Drama', 'History', 'Thriller']"
the frontier,1,,,,67.0,The Frontier,2014,['Drama']
the frontier,2,,,,50.0,The Frontier,2016,"['Drama', 'Mystery & Suspense']"
the frozen ground,1,6.4,6.3,,50.0,The Frozen Ground,2013,"['Biography', 'Crime', 'Drama']"
the fruit hunters,1,,,,68.0,The Fruit Hunters,2013,"['Documentary', 'Special Interest']"
the fugitive,1,,,,61.0,The Fugitive,1947,['Drama']
the fugitive,2,7.8,8.8,,89.0,The Fugitive,1993,"['Action', 'Crime', 'Drama']"
the fugitive kind,1,,,,64.0,The Fugitive Kind,,"['Classics', 'Drama']"
the full monty,1,7.2,7.8,,79.0,The Full Monty,1997,"['Comedy', 'Drama']"
the fundamentals of caring,1,,8.2,3.8,,The Fundamentals of Caring,2016,"['Drama', 'Comedy']"
the fundamentals of caring,2,,,,83.0,The Fundamentals of Caring,,['Drama']
the funhouse,1,,,,38.0,The Funhouse,1981,['Horror']
the funhouse massacre,1,,,,37.0,The Funhouse Massacre,2015,['Comedy']
the furies,1,,,,81.0,The Furies,1950,"['Classics', 'Drama', 'Western']"
the furies,2,,,,57.0,The Furies,,"['Horror', 'Mystery & Suspense']"
the fury,1,,,,49.0,The Fury,1978,"['Drama', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']"
the future,1,,5.7,,54.0,The Future,2011,['Drama']
the future of food,1,,7.8,,84.0,The Future of Food,2005,['Documentary']
the galapagos affair satan came to eden,1,,,,63.0,The Galapagos Affair: Satan Came To Eden,2014,"['Documentary', 'Special Interest']"
the gallows,1,,6.2,1.5,22.0,The Gallows,2015,"['Thriller', 'Horror']"
the gallows act ii,1,,,,36.0,The Gallows Act II,2019,['Horror']
the gambler,1,,,,77.0,The Gambler,1974,"['Classics', 'Drama']"
the gambler,2,6.0,5.5,2.0,31.0,The Gambler,2014,"['Crime', 'Drama', 'Thriller']"
the game,1,7.7,8.7,,84.0,The Game,1997,"['Drama', 'Mystery', 'Thriller']"
the game of their lives,1,,7.5,,,The Game of Their Lives,2005,"['Drama', 'History', 'Sport']"
the game plan,1,6.4,6.3,,69.0,The Game Plan,2007,"['Comedy', 'Family', 'Sport']"
the gang s all here,1,,,,69.0,The Gang's All Here,1943,"['Musical & Performing Arts', 'Romance']"
the gang that couldn t shoot straight,1,,,,23.0,The Gang That Couldn't Shoot Straight,1971,"['Classics', 'Comedy', 'Drama']"
the gangster cop devil,1,,,,94.0,"The Gangster, the Cop, the Devil",2019,"['Action & Adventure', 'Mystery & Suspense']"
the garden,1,,,,85.0,The Garden,2008,"['Documentary', 'Special Interest']"
the garden,2,,,,75.0,The Garden,2019,"['Drama', 'Special Interest']"
the garden left behind,1,,,,89.0,The Garden Left Behind,2020,"['Drama', 'Gay & Lesbian']"
the garden of earthly delights,1,,,,63.0,The Garden of Earthly Delights,2006,"['Drama', 'Romance']"
the garden of finzi continis,1,,,,79.0,The Garden of the Finzi-Continis (Il Giardino dei Finzi-Contini),1971,"['Art House & International', 'Drama']"
the gardener,1,,,,77.0,The Gardener,2018,['Documentary']
the gate,1,,,,44.0,The Gate,1987,['Horror']
the gatekeeper,1,,,,20.0,The Gatekeeper,2001,"['Action & Adventure', 'Drama', 'Horror', 'Mystery & Suspense']"
the gatekeepers,1,,6.8,,79.0,The Gatekeepers,2013,['Documentary']
the gates,1,,,,60.0,The Gates,2008,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
the gathering storm,1,,,,82.0,The Gathering Storm,2002,"['Drama', 'Television']"
the gauntlet,1,,,,54.0,The Gauntlet,1977,"['Action & Adventure', 'Mystery & Suspense']"
the gay divorcee,1,,,,82.0,The Gay Divorcee,1934,"['Classics', 'Comedy', 'Drama', 'Musical & Performing Arts', 'Romance']"
the general,1,,,,92.0,The General,1927,"['Comedy', 'Drama', 'Romance']"
the general,2,,8.1,,81.0,The General,1998,"['Biography', 'Drama', 'Thriller', 'Crime']"
the general line,1,,,,65.0,The General Line (Generalnaya liniya),1929,"['Art House & International', 'Drama']"
the general s daughter,1,6.4,4.2,,46.0,The General's Daughter,1999,"['Crime', 'Drama', 'Mystery']"
the gentlemen,1,7.8,,,84.0,The Gentlemen,2019,"['Action', 'Crime']"
the german doctor,1,,7.4,,63.0,The German Doctor,2014,"['Drama', 'History', 'Thriller']"
the getaway,1,,,,81.0,The Getaway,1972,"['Action & Adventure', 'Classics', 'Drama']"
the getaway,2,,,,28.0,The Getaway,1994,"['Action & Adventure', 'Drama', 'Mystery & Suspense']"
the ghost and darkness,1,6.8,,,75.0,The Ghost and the Darkness,1996,"['Adventure', 'Drama', 'Thriller']"
the ghost and mr chicken,1,,,,75.0,The Ghost and Mr. Chicken,1966,"['Classics', 'Comedy', 'Kids & Family', 'Mystery & Suspense']"
the ghost and mrs muir,1,,,,88.0,The Ghost and Mrs. Muir,1947,"['Classics', 'Science Fiction & Fantasy', 'Romance']"
the ghost of peter sellers,1,,,,64.0,The Ghost of Peter Sellers,2020,['Documentary']
the ghost writer,1,7.2,7.4,,70.0,The Ghost Writer,2010,"['Crime', 'Drama', 'Mystery']"
the giant behemoth,1,,,,30.0,The Giant Behemoth,1959,"['Classics', 'Drama', 'Horror', 'Science Fiction & Fantasy']"
the giant gila monster,1,,,,21.0,The Giant Gila Monster,1959,"['Classics', 'Horror', 'Mystery & Suspense']"
the giant mechanical man,1,,6.5,,65.0,The Giant Mechanical Man,2012,"['Drama', 'Comedy', 'Romance']"
the gift,1,6.7,8.7,,55.0,The Gift,2000,"['Drama', 'Fantasy', 'Horror']"
the gift,2,7.0,8.4,3.2,75.0,The Gift,2015,"['Drama', 'Mystery', 'Thriller']"
the gingerbread man,1,,7.9,,,The Gingerbread Man,1998,['Thriller']
the gingerdead man,1,,,,28.0,The Gingerdead Man,2005,"['Comedy', 'Horror']"
the girl,1,,,,43.0,The Girl,2012,['Drama']
the girl cut in two,1,,6.3,,,The Girl Cut in Two,2008,"['Drama', 'Thriller']"
the girl from naked eye,1,,,,20.0,The Girl from the Naked Eye,2012,"['Action & Adventure', 'Drama', 'Mystery & Suspense', 'Romance']"
the girl in book,1,,7.8,,55.0,The Girl in the Book,2015,['Drama']
the girl in photographs,1,,4.2,,21.0,The Girl in the Photographs,2016,"['Thriller', 'Horror', 'Crime']"
the girl in spider s web,1,6.1,4.9,,36.0,The Girl in the Spider's Web,2018,"['Action', 'Adventure', 'Crime']"
the girl is in trouble,1,,5.5,,40.0,The Girl Is in Trouble,2015,"['Thriller', 'Crime']"
the girl king,1,,5.0,,45.0,The Girl King,2015,"['Biography', 'Drama', 'History', 'Romance']"
the girl next door,1,,5.3,,,The Girl Next Door,2000,"['Documentary', 'Adult', 'Adult']"
the girl next door,2,6.7,8.6,,69.0,The Girl Next Door,2004,"['Comedy', 'Drama', 'Romance']"
the girl on train,1,,5.3,,,The Girl on the Train,2010,['Drama']
the girl on train,2,6.5,6.0,4.5,49.0,The Girl on the Train,2016,"['Crime', 'Drama', 'Mystery']"
the girl who kicked hornet s nest,1,,6.9,,67.0,The Girl Who Kicked the Hornet's Nest,2010,"['Drama', 'Thriller', 'Crime']"
the girl who leapt through time,1,,,,90.0,The Girl Who Leapt Through Time,2007,"['Action & Adventure', 'Animation', 'Art House & International', 'Kids & Family']"
the girl who played with fire,1,,6.9,,68.0,The Girl Who Played with Fire,2010,"['Action', 'Mystery', 'Thriller', 'Crime']"
the girl with all gifts,1,,6.4,5.0,67.0,The Girl with All the Gifts,2016,"['Drama', 'Thriller', 'Horror']"
the girl with dragon tattoo,1,7.8,8.0,,86.0,The Girl with the Dragon Tattoo,2009,"['Crime', 'Drama', 'Mystery']"
the girl without hands,1,,6.3,,,The Girl Without Hands,2017,['Animation']
the girlfriend experience,1,,5.9,,35.0,The Girlfriend Experience,2009,['Drama']
the girls,1,,,5.0,,The Girls,1961,"['Comedy', 'Romance']"
the girls in band,1,,,,57.0,The Girls in the Band,2013,"['Documentary', 'Special Interest']"
the giver,1,6.4,6.2,,55.0,The Giver,2014,"['Drama', 'Romance', 'Sci-Fi']"
the glass bottom boat,1,,,,74.0,The Glass Bottom Boat,1966,"['Action & Adventure', 'Classics', 'Comedy', 'Drama', 'Musical & Performing Arts', 'Mystery & Suspense']"
the glass castle,1,,6.2,,71.0,The Glass Castle,2017,"['Biography', 'Drama']"
the glass house,1,,2.0,,39.0,The Glass House,2001,['Thriller']
the glass shield,1,,,,39.0,The Glass Shield,1994,"['Action & Adventure', 'Drama']"
the gleaners and i,1,,,,87.0,The Gleaners and I,2001,"['Art House & International', 'Documentary', 'Drama', 'Special Interest']"
the glenn miller story,1,,,,80.0,The Glenn Miller Story,1953,"['Classics', 'Drama', 'Musical & Performing Arts']"
the glimmer man,1,,,,38.0,The Glimmer Man,1996,['Action & Adventure']
the go getter,1,,7.6,,61.0,The Go-Getter,2008,"['Drama', 'Comedy']"
the go getters,1,,,,88.0,The Go-Getters,,['Comedy']
the godfather,1,9.2,,,98.0,The Godfather,1972,"['Crime', 'Drama']"
the godfather part ii,1,9.0,9.0,,97.0,The Godfather Part II,1974,"['Crime', 'Drama']"
the godfather part iii,1,7.6,7.9,,78.0,The Godfather Part III,1990,"['Crime', 'Drama']"
the godfather trilogy 1972 1990,1,,,4.8,,The Godfather Trilogy: 1972-1990,1992,[]
the gods must be crazy,1,7.3,,,84.0,The Gods Must Be Crazy,1980,"['Adventure', 'Comedy']"
the gods must be crazy ii,1,,,,70.0,The Gods Must Be Crazy II,1990,['Comedy']
the goebbels experiment,1,,,,81.0,The Goebbels Experiment,2005,"['Art House & International', 'Documentary', 'Special Interest']"
the goebbles experiment,1,,6.7,,,The Goebbles Experiment,2005,"['Biography', 'History', 'War', 'Documentary']"
the gold rush,1,,,,93.0,The Gold Rush,1925,"['Classics', 'Comedy']"
the golden bowl,1,,7.5,,39.0,The Golden Bowl,2000,"['Drama', 'Romance']"
the golden child,1,5.9,,,47.0,The Golden Child,1986,"['Action', 'Adventure', 'Comedy']"
the golden compass,1,6.1,6.1,,51.0,The Golden Compass,2007,"['Adventure', 'Family', 'Fantasy']"
the golden dream,1,,8.4,,86.0,The Golden Dream,2015,['Drama']
the golden voyage of sinbad,1,,,4.0,64.0,The Golden Voyage of Sinbad,1973,"['Action', 'Adventure', 'Fantasy']"
the goldfinch,1,,7.8,,,The Goldfinch,2019,['Drama']
the golem,1,,,,42.0,The Golem,2019,['Horror']
the golem,2,,,,72.0,"The Golem (Der Golem, wie er in die Welt kam)",,"['Art House & International', 'Classics', 'Horror', 'Science Fiction & Fantasy']"
the good bad and ugly,1,,,,97.0,"The Good, the Bad and the Ugly",1966,['Western']
the good bad weird,1,,7.6,,83.0,"The Good, the Bad, the Weird",2010,"['Action', 'Adventure', 'Comedy', 'Western']"
the good boy,1,,,3.5,,The Good Boy,2016,"['Children', 'Comedy', 'Drama']"
the good catholic,1,,,,81.0,The Good Catholic,2017,"['Comedy', 'Drama', 'Romance']"
the good dinosaur,1,6.7,6.7,3.0,65.0,The Good Dinosaur,2015,"['Adventure', 'Animation', 'Comedy']"
the good doctor,1,,5.9,,31.0,The Good Doctor,2012,"['Drama', 'Thriller']"
the good earth,1,,,,76.0,The Good Earth,1937,"['Classics', 'Drama']"
the good german,1,,7.1,,33.0,The Good German,2006,"['Drama', 'Mystery', 'Thriller']"
the good girl,1,,7.5,,,The Good Girl,2002,"['Drama', 'Comedy', 'Romance']"
the good guy,1,,7.6,,30.0,The Good Guy,2009,"['Comedy', 'Romance']"
the good heart,1,,,,58.0,The Good Heart,2010,['Drama']
the good lie,1,,7.1,,82.0,The Good Lie,2014,['Drama']
the good life,1,,,,53.0,The Good Life,2007,"['Art House & International', 'Comedy', 'Drama']"
the good mother,1,,,,29.0,The Good Mother (The Price of Passion),1988,"['Drama', 'Romance']"
the good neighbor,1,,,,46.0,The Good Neighbor,2016,['Mystery & Suspense']
the good night,1,,6.1,,33.0,The Good Night,2007,"['Drama', 'Fantasy', 'Comedy', 'Romance']"
the good postman,1,,,,67.0,The Good Postman,,['Documentary']
the good shepherd,1,6.7,6.6,,51.0,The Good Shepherd,2006,"['Drama', 'History', 'Thriller']"
the good soldier,1,,,,80.0,The Good Soldier,2009,"['Documentary', 'Drama', 'Special Interest', 'Television']"
the good son,1,,,,54.0,The Good Son,1993,"['Drama', 'Mystery & Suspense']"
the good thief,1,,7.9,,,The Good Thief,2003,"['Drama', 'Thriller', 'Crime']"
the goodbye girl,1,,,,84.0,The Goodbye Girl,1977,"['Comedy', 'Romance']"
the goods live hard sell,1,,5.7,,37.0,"The Goods: Live Hard, Sell Hard",2009,['Comedy']
the goonies,1,7.7,7.6,,91.0,The Goonies,1985,"['Adventure', 'Comedy', 'Family']"
the gospel,1,,5.8,,75.0,The Gospel,2005,"['Drama', 'Music']"
the gospel according to andré,1,,6.7,,,The Gospel According to André,2018,['Documentary']
the gospel according to philip k dick,1,,2.4,,,The Gospel According to Philip K. Dick,2001,['Documentary']
the gospel of john,1,,,,88.0,The Gospel of John,2003,"['Classics', 'Drama']"
the governess,1,,,,50.0,The Governess,1998,"['Art House & International', 'Drama', 'Romance']"
the grace card,1,,7.2,,82.0,The Grace Card,2011,['Drama']
the grace of jake,1,,,,69.0,The Grace of Jake,2017,['Drama']
the gracefield incident,1,,,0.5,,The Gracefield Incident,2015,"['Action', 'Horror', 'Sci-Fi']"
the gracefield incident,2,,,,16.0,The Gracefield Incident,2017,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']"
the graduate,1,,,,90.0,The Graduate,1967,"['Classics', 'Comedy', 'Drama', 'Romance']"
the graduate,2,,7.4,,,The Graduate,,"['Drama', 'Comedy', 'Romance']"
the grand,1,,6.8,,43.0,The Grand,2008,['Comedy']
the grand budapest hotel,1,8.1,8.4,,86.0,The Grand Budapest Hotel,2014,"['Adventure', 'Comedy', 'Crime']"
the grand seduction,1,,7.1,,66.0,The Grand Seduction,2014,['Comedy']
the grandmaster,1,,6.8,,58.0,The Grandmaster,2013,"['Action', 'Biography', 'Drama']"
the grandmother,1,,,2.5,,The Grandmother,1970,"['Action', 'Drama']"
the grapes of wrath,1,,,,88.0,The Grapes of Wrath,1940,"['Classics', 'Drama']"
the grapes of wrath,2,,9.1,,,The Grapes of Wrath,,"['Drama', 'History']"
the grass harp,1,,,,56.0,The Grass Harp,1996,"['Comedy', 'Drama']"
the grass is greener,1,,,,64.0,The Grass Is Greener,1960,"['Classics', 'Comedy', 'Romance']"
the gravedancers,1,,,,45.0,The Gravedancers,2006,"['Horror', 'Mystery & Suspense']"
the gray man,1,6.5,,,,The Gray Man,2022,"['Action', 'Thriller']"
the greasy strangler,1,,5.7,,,The Greasy Strangler,2016,"['Thriller', 'Horror', 'Comedy']"
the great alaskan race,1,,,,20.0,The Great Alaskan Race,2019,"['Action & Adventure', 'Drama']"
the great beauty,1,,8.0,,80.0,The Great Beauty,2013,"['Drama', 'Comedy']"
the great buck howard,1,,7.2,,49.0,The Great Buck Howard,2009,['Comedy']
the great buddha,1,,,,83.0,The Great Buddha+,2018,"['Art House & International', 'Drama']"
the great buster a celebration,1,,,,90.0,The Great Buster: A Celebration,2018,['Documentary']
the great debaters,1,7.5,7.5,,86.0,The Great Debaters,2007,"['Biography', 'Drama', 'Romance']"
the great dictator,1,,,,95.0,The Great Dictator,1940,"['Classics', 'Comedy', 'Drama']"
the great escape,1,,,,95.0,The Great Escape,1963,"['Action & Adventure', 'Classics', 'Drama']"
the great escape,2,,8.6,,,The Great Escape,,"['Adventure', 'Drama', 'History', 'Thriller', 'War']"
the great flood,1,,,,56.0,The Great Flood,2014,"['Documentary', 'Musical & Performing Arts', 'Special Interest', 'Faith & Spirituality']"
the great gabbo,1,,,,52.0,The Great Gabbo,1929,"['Classics', 'Drama']"
the great gatsby,1,,,,47.0,The Great Gatsby,1974,"['Classics', 'Drama', 'Romance']"
the great gatsby,2,7.2,7.3,,67.0,The Great Gatsby,2013,"['Drama', 'Romance']"
the great gilly hopkins,1,,5.6,,69.0,The Great Gilly Hopkins,2016,"['Drama', 'Comedy', 'Family']"
the great hack,1,,6.3,,64.0,The Great Hack,2019,['Documentary']
the great hip hop hoax,1,,,,70.0,The Great Hip Hop Hoax,,"['Documentary', 'Special Interest']"
the great hypnotist,1,,,4.0,,The Great Hypnotist,2014,"['Drama', 'Mystery', 'Thriller']"
the great invisible,1,,7.2,,,The Great Invisible,2014,['Documentary']
the great lie,1,,,,71.0,The Great Lie,1941,"['Classics', 'Drama']"
the great mouse detective,1,7.1,8.0,,79.0,The Great Mouse Detective,1986,"['Adventure', 'Animation', 'Family']"
the great muppet caper,1,,7.0,,78.0,The Great Muppet Caper,1981,"['Adventure', 'Mystery', 'Comedy', 'Crime', 'Family', 'Musical']"
the great museum,1,,,,42.0,The Great Museum,2015,"['Documentary', 'Special Interest']"
the great new wonderful,1,,7.0,,45.0,The Great New Wonderful,2006,"['Drama', 'Comedy']"
the great outdoors,1,6.6,6.7,,70.0,The Great Outdoors,1988,['Comedy']
the great race,1,,,,83.0,The Great Race,1965,"['Action & Adventure', 'Classics', 'Comedy', 'Kids & Family', 'Romance']"
the great raid,1,,7.9,3.2,70.0,The Great Raid,2005,"['Action', 'Drama', 'War']"
the great role,1,,4.3,,,The Great Role,2005,"['Drama', 'Comedy', 'Romance']"
the great santini,1,,,,75.0,The Great Santini,1979,['Drama']
the great silence,1,,,,90.0,The Great Silence (Il grande silenzio),1968,"['Art House & International', 'Drama', 'Western']"
the great train robbery,1,,,2.5,,The Great Train Robbery,1903,"['Crime', 'Western']"
the great train robbery,2,,5.3,3.5,68.0,The Great Train Robbery,1978,"['Adventure', 'Drama', 'Thriller', 'Crime']"
the great waldo pepper,1,,,,57.0,The Great Waldo Pepper,1975,"['Action & Adventure', 'Drama']"
the great wall,1,5.9,5.7,,42.0,The Great Wall,2016,"['Action', 'Adventure', 'Fantasy']"
the great war,1,,,,39.0,The Great War,2019,['Drama']
the great white hype,1,,,,34.0,The Great White Hype,1996,"['Comedy', 'Drama']"
the great ziegfeld,1,,,,50.0,The Great Ziegfeld,1936,"['Classics', 'Drama', 'Musical & Performing Arts', 'Romance']"
the greatest,1,,,,53.0,The Greatest,2010,['Drama']
the greatest game ever played,1,,8.0,,82.0,The Greatest Game Ever Played,2005,"['Drama', 'History', 'Sport']"
the greatest show on earth,1,,,,54.0,The Greatest Show on Earth,1952,"['Classics', 'Drama', 'Kids & Family', 'Romance']"
the greatest showman,1,7.5,7.4,3.0,86.0,The Greatest Showman,2017,"['Biography', 'Drama', 'Musical']"
the greatest story ever told,1,,,,64.0,The Greatest Story Ever Told,1965,"['Classics', 'Drama', 'Faith & Spirituality']"
the green berets,1,,,,61.0,The Green Berets,1968,"['Action & Adventure', 'Classics', 'Drama']"
the green butchers,1,,7.5,,83.0,The Green Butchers,2004,"['Drama', 'Comedy']"
the green hornet,1,5.8,6.8,,43.0,The Green Hornet,2011,"['Action', 'Comedy', 'Crime']"
the green inferno,1,,4.6,3.5,29.0,The Green Inferno,2014,"['Adventure', 'Thriller', 'Horror']"
the green mile,1,8.6,8.4,,94.0,The Green Mile,1999,"['Crime', 'Drama', 'Fantasy']"
the green pastures,1,,,,85.0,The Green Pastures,1936,"['Classics', 'Comedy', 'Drama']"
the green prince,1,,5.2,2.5,83.0,The Green Prince,2014,"['Drama', 'Thriller', 'Documentary']"
the green slime,1,,,,41.0,The Green Slime,1969,"['Drama', 'Horror', 'Science Fiction & Fantasy']"
the greening of whitney brown,1,,,,37.0,The Greening Of Whitney Brown,2011,"['Action & Adventure', 'Drama', 'Kids & Family']"
the grey,1,6.7,7.0,,61.0,The Grey,2011,"['Action', 'Adventure', 'Drama']"
the grey zone,1,,,,74.0,The Grey Zone,2002,['Drama']
the grief of others,1,,,,58.0,The Grief of Others,2018,['Drama']
the grifters,1,,8.9,,70.0,The Grifters,1990,"['Drama', 'Thriller', 'Crime']"
the grinch,1,6.4,6.1,,50.0,The Grinch,2018,"['Animation', 'Comedy', 'Family']"
the groomsmen,1,,7.0,,44.0,The Groomsmen,2006,"['Drama', 'Comedy', 'Romance', 'Music']"
the ground truth,1,,6.5,,78.0,The Ground Truth,2006,"['War', 'Documentary']"
the group,1,,,,58.0,The Group,1966,['Drama']
the grudge,1,5.9,3.4,,46.0,The Grudge,2004,"['Horror', 'Mystery', 'Thriller']"
the grudge,2,,,,23.0,The Grudge,2020,['Horror']
the grudge 2,1,5.0,5.6,,40.0,The Grudge 2,2006,"['Horror', 'Thriller']"
the guard,1,7.3,7.3,,81.0,The Guard,2011,"['Comedy', 'Crime', 'Thriller']"
the guardian,1,,,,32.0,The Guardian,1990,"['Horror', 'Mystery & Suspense']"
the guardian,2,6.9,7.8,,80.0,The Guardian,2006,"['Action', 'Adventure', 'Drama']"
the guardians,1,,5.6,,55.0,The Guardians,2018,['Drama']
the guernsey literary and potato peel pie society,1,,7.3,,81.0,The Guernsey Literary and Potato Peel Pie Society,2018,"['Drama', 'History', 'Romance']"
the guest,1,6.7,8.7,,69.0,The Guest,2014,"['Action', 'Mystery', 'Thriller']"
the guillotines,1,,,,16.0,The Guillotines,2013,"['Action & Adventure', 'Art House & International', 'Drama']"
the guilt trip,1,,6.5,,39.0,The Guilt Trip,2012,['Comedy']
the guilty,1,,,,42.0,The Guilty,2000,"['Drama', 'Mystery & Suspense']"
the guilty,2,,8.0,,88.0,The Guilty,2018,"['Drama', 'Thriller', 'Crime']"
the guitar,1,,,,55.0,The Guitar,2008,['Drama']
the gumball rally,1,,,,65.0,The Gumball Rally,1976,"['Action & Adventure', 'Comedy']"
the gunfighter,1,,,,89.0,The Gunfighter,1950,"['Action & Adventure', 'Drama', 'Western']"
the gunman,1,,4.5,,31.0,The Gunman,2015,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']"
the guns of navarone,1,,,,86.0,The Guns of Navarone,1961,"['Action & Adventure', 'Art House & International', 'Classics', 'Drama']"
the hairdresser,1,,,4.0,,The Hairdresser,2010,"['Comedy', 'Drama']"
the half of it,1,,,,80.0,The Half of It,,"['Comedy', 'Romance']"
the hallelujah trail,1,,,,66.0,The Hallelujah Trail,1965,"['Classics', 'Comedy', 'Western']"
the hallow,1,,6.1,,43.0,The Hallow,2015,['Horror']
the hammer,1,,8.5,,90.0,The Hammer,2007,"['Sport', 'Comedy', 'Romance']"
the hand,1,,,,28.0,The Hand,1981,"['Drama', 'Horror']"
the hand that rocks cradle,1,,,,61.0,The Hand that Rocks the Cradle,1992,"['Drama', 'Mystery & Suspense']"
the handmaid s tale,1,,,,43.0,The Handmaid's Tale,1990,"['Drama', 'Science Fiction & Fantasy']"
the handmaiden,1,,8.5,2.7,91.0,The Handmaiden,2016,"['Drama', 'Thriller', 'Romance']"
the hanging garden,1,,,,73.0,The Hanging Garden,1998,['Drama']
the hangover,1,7.7,7.8,,84.0,The Hangover,2009,['Comedy']
the hangover part ii,1,6.5,5.7,,52.0,The Hangover Part II,2011,['Comedy']
the hangover part iii,1,5.8,5.4,,44.0,The Hangover Part III,2013,"['Comedy', 'Crime']"
the happening,1,5.0,5.7,,24.0,The Happening,2008,"['Adventure', 'Drama', 'Sci-Fi']"
the happiest day in life of olli mäki,1,,8.9,,,The Happiest Day in the Life of Olli Mäki,2017,"['Biography', 'Drama', 'Sport', 'Romance']"
the happiest millionaire,1,,,,82.0,The Happiest Millionaire,1967,"['Comedy', 'Drama', 'Kids & Family', 'Musical & Performing Arts']"
the happiness of katakuris,1,,,,82.0,The Happiness of the Katakuris,2001,"['Art House & International', 'Comedy', 'Drama', 'Horror', 'Musical & Performing Arts']"
the happy house,1,,,,30.0,The Happy House,2013,"['Comedy', 'Horror']"
the happy poet,1,,,,51.0,The Happy Poet,2013,"['Comedy', 'Drama', 'Romance']"
the happy prince,1,,6.5,,51.0,The Happy Prince,2018,"['Biography', 'Drama', 'History']"
the happy sad,1,,,,32.0,The Happy Sad,2013,['Drama']
the happytime murders,1,,4.4,,40.0,The Happytime Murders,2018,"['Action', 'Mystery', 'Thriller', 'Fantasy', 'Horror', 'Comedy', 'Crime']"
the hard way,1,,,,52.0,The Hard Way,1991,"['Action & Adventure', 'Comedy']"
the hard word,1,,,,40.0,The Hard Word,2003,"['Action & Adventure', 'Art House & International', 'Comedy', 'Drama', 'Mystery & Suspense']"
the harder they come,1,,,,82.0,The Harder They Come,1973,"['Classics', 'Drama']"
the harder they fall,1,,,,80.0,The Harder They Fall,1956,"['Classics', 'Drama', 'Mystery & Suspense']"
the harmonists,1,,,,87.0,The Harmonists,1999,"['Art House & International', 'Drama']"
the harvest,1,,6.6,,42.0,The Harvest,2015,"['Thriller', 'Horror']"
the harvey girls,1,,,,82.0,The Harvey Girls,1946,"['Classics', 'Comedy', 'Musical & Performing Arts', 'Western']"
the hate u give,1,,7.0,,83.0,The Hate U Give,2018,"['Drama', 'Crime']"
the hateful eight,1,7.8,7.5,3.8,76.0,The Hateful Eight,2015,"['Crime', 'Drama', 'Mystery']"
the hatton garden job,1,,,,19.0,The Hatton Garden Job,,['Art House & International']
the haunted mansion,1,5.2,5.9,,30.0,The Haunted Mansion,2003,"['Comedy', 'Family', 'Fantasy']"
the haunted palace,1,,,,66.0,The Haunted Palace,1963,['Horror']
the haunted world of el superbeasto,1,,,,48.0,The Haunted World of El Superbeasto,2009,"['Action & Adventure', 'Animation', 'Comedy', 'Horror', 'Mystery & Suspense']"
the haunting,1,,,,82.0,The Haunting,1963,"['Classics', 'Horror']"
the haunting,2,5.0,,,28.0,The Haunting,1999,"['Fantasy', 'Horror', 'Mystery']"
the haunting,3,,7.4,,,The Haunting,,['Horror']
the haunting in connecticut,1,5.8,6.1,,45.0,The Haunting in Connecticut,2009,"['Drama', 'Horror', 'Mystery']"
the haunting in connecticut 2 ghosts of georgia,1,,,,44.0,The Haunting in Connecticut 2: Ghosts of Georgia,2013,"['Drama', 'Horror', 'Mystery & Suspense']"
the haunting of molly hartley,1,,4.6,,18.0,The Haunting of Molly Hartley,2008,"['Drama', 'Thriller', 'Horror']"
the haunting of sharon tate,1,,5.2,,30.0,The Haunting of Sharon Tate,2019,"['Drama', 'Thriller', 'Horror']"
the hawk is dying,1,,7.2,,,The Hawk Is Dying,2007,['Drama']
the hawks and sparrows,1,,,,85.0,The Hawks and the Sparrows (Uccellacci e uccellini),1965,"['Art House & International', 'Comedy']"
the head hunter,1,,,,56.0,The Head Hunter,2019,"['Horror', 'Science Fiction & Fantasy']"
the headless woman,1,,6.8,,,The Headless Woman,2009,"['Drama', 'Mystery', 'Thriller']"
the healer,1,,,,56.0,The Healer,2018,"['Art House & International', 'Comedy', 'Drama', 'Kids & Family']"
the heart is a lonely hunter,1,,,,85.0,The Heart Is a Lonely Hunter,1968,"['Classics', 'Drama']"
the heart is deceitful above all things,1,,,,70.0,The Heart Is Deceitful Above All Things,2004,['Drama']
the heart is deceitful above all things,2,,6.7,,,The Heart Is Deceitful Above All Things,2006,['Drama']
